call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text,review_status,audit_flags
2039,game_t02038,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,75B4B9514A65FE29D9CC61EF6E2AAD52EE91579EF9944484B3A53023874CAB07,text,「……诶？」,OK,
2040,game_t02039,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,ADDC85E34F21556775BACDE25232DE43D2D479752B8CA471E165071FE61E1EAD,text,「如果我被发现是尸体的话」,OK,
2041,game_t02040,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,59232A671AB6C835980C92F4E8D9F8E6C2F8E48C8CDBA4AAE7A78E5A5FCF1DA5,text,「……喂」,OK,
2042,game_t02041,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,47091FA3FC4A4583BD39E17E0B5A8C8D1F01B5FBB8F4B5AE3CBE410EFDD20CF0,text,好歹在我这个发现你的人面前说这种话吗？,OK,
2043,game_t02042,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,D9E02FC6DDB3CEEAA2A1496AC5DF83E7D2D741E55D1CA6D886B2252BC970B829,text,「我们也是，在西雅图是客人」,OK,
2044,game_t02043,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,056D1B6CFB993BD29E271FD81ACC032A14950C8330AF2A504BA225120E0A5D75,text,等等，啊……原来是这样啊……,OK,
2045,game_t02044,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,6948994C5386D8DC0753490312C9170543FB1766C7D67CBFA8F389B8058A55E3,text,「海军名单上没有的话……我现在也是无名尸体吧」,OK,
2046,game_t02045,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,2213067AB6D6EE89965ABD34A701EE99E6F2A2C26019092A89BED4BF220A5258,text,JFK有西雅图那帮人的名单是偶然的。,OK,
2047,game_t02046,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,AA56C2A1F10468E893B4B120091D29F52582F302D1EFECEB55BCCD81683211BB,text,更何况JFK的资料以海军为主。海军陆战队的人碰巧在手中名单上的可能性很低。,OK,
2048,game_t02047,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,57C33F2044E4CFC4BA03C9B3ADB51139407163328EA1D3A5D5A7AAEB595F2754,text,「……也有强化装备，而且不是挂着身份牌吗」,OK,
2049,game_t02048,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,95219ADEBA1F9ABBB74321E3B792931322593CADFE6904EBD4B1810C9F8E1C2A,text,「……嘛，我知道。……我知道的。」,OK,
2050,game_t02049,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」,OK,
2051,game_t02050,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,C74A134558ED67A0B42DD65A33EFD31D41E59E577347D48BA43FF74E29A6779F,text,「用强化装备逃出来……当然是为了活下去」,OK,
2052,game_t02051,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,434704CF0920261EFE66E8C745A33C86864FC824663EB92986D3ED7E66451DF1,text,「……嗯？」,OK,
2053,game_t02052,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,7C163DCE7169BA70661F1EFC709678838D50DD03FFAFC5CA616FCB02C02BB11A,text,什么……还有其他事吗？,OK,
2054,game_t02053,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,4CDCFF68E7C6E747A29554ADD211399ADBE80288A47F142D662887F09AB5341D,text,「在漆黑的大海中央，想着自己已经没救时——」,OK,
2055,game_t02054,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,F0E1772B38AB1F409C3D26A7E51BCEE5B48D8FCEC363F47877B60455035BF1B7,text,「强化装备真是太好了，我真心这么觉得。」,OK,
2056,game_t02055,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,A8671086BBA79427C75E5DB2FBE0501ED094BE747EB8B390D128E801155166C7,text,「……住口，太不吉利了」,OK,
2057,game_t02056,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,56F40B62A283F6A442649E259D5869F71CDA786BFC151F8558D65703A414BA17,text,「……是吗？」,OK,
2058,game_t02057,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,9986F54B67820C8FF51E13B9AC39CB4F2045754265425DEDE9E0F766BDBF4E2C,text,「穿上这个，就能让人知道是海军陆战队的卫士。只要数据留下，就会有人注意到是谁。」,OK,
2059,game_t02058,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,B307A8B29F3BC5A94A7A052001A0971B40D0B8A35F2ECEBFA9EF89AC185CE305,text,「住手——！」,OK,
2060,game_t02059,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,EF3F86BD87A362D0A1542C43D0157571ED2728C74FD1A9585AF756AED69ED1ED,text,「因为我害怕啊！」,OK,
2061,game_t02060,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,57E1CB7EF10A00BFF1DA94FE72D28F3BB3AA8216CB33A3DC7B769A4DAE1338CE,text,「虽然死也很可怕，但比起那个——」,OK,
2062,game_t02061,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,D553B41B7190644D656A42C388C8C3D6AF5D3FA620032D61B3FA30C814F1076B,text,「就连死了，都没人能注意到……！」,OK,
2063,game_t02062,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,EFC7553B9A95A900E7EE908C69D571F4CC3F2D99F9FEFD53B77A5E7C1D93F506,text,「…………！」,OK,
2064,game_t02063,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,057B61B45F657F406AE2949F2BF47931CADF3C5652FDB337B944E9902AF4C056,text,也不是不能理解……,OK,
2065,game_t02064,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,FBA39AA336740A5CB55AB97708CF40BD9D425DF80E82AABE8EB37B6386127AF8,text,连尸体都不会出现。,OK,
2066,game_t02065,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,368C4CFB58CD07DE414F4EF1D6C4D3A33EF15CDAC87EEF794689B8D4B8E02A3C,text,有个残酷的玩笑说，要是扫墓的话就去拜战车级吧。,OK,
2067,game_t02066,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,18CC83A6B1A968606930E706812A7317E49A25BEBBC1A69FA55A15FD4A76A7FE,text,与BETA的战争中，那反而是日常。,OK,
2068,game_t02067,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,6C9AF7AF94EB62C93E72B7133F826612EA742F6900AE1F6A0FF2201D3796CCFA,text,但是即使尸体回不来，尤其是卫士这种保管着战术机这种军队昂贵兵器的人。,OK,
2069,game_t02068,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,96153A4B3CEAD144FD221CB0AB986E17894C658C2B80624319708459CBD72D3C,text,出击都会留下记录，而面对BETA，未返航就等同于战死。,OK,
2070,game_t02069,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,CF97E1AA2A40C9F32E6EE793399A93700643429D851399894912EA56B13C00EC,text,如果不回来，就知道死了。但是，在这种情况下……,OK,
2071,game_t02070,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,F3AF16AF2F009D1028470B7E6ED65DBD754B287D8F4B1FFCFDA0D3D2FBEEF39B,text,「会被所有人遗忘……」,OK,
2072,game_t02071,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,636104123DA4B7A8647489529C7713EBF9B393691ABBC3C06388865D0595F011,text,自己若不回去，有人会继承自己、传颂自己、战斗下去——,OK,
2073,game_t02072,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,46276557A42E03513CDE68BD7F7A4013E98F27B1658511252CFC5734CE497D9A,text,「那比什么都……可怕……」,OK,
2074,game_t02073,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,772AC05F93C2816611DFFAF07BCAE36282F14DDC04E75EE5DA333DAFF032A6AB,text,那确实是卫士的心灵支柱。如果那根支柱被摧毁的话——,OK,
2075,game_t02074,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,8C39CA87B0812438B8EC918C9617ADFB61DD1DAD70CA77D6F405FA16DD1455B0,text,「莉莉娅……」,OK,
2076,game_t02075,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,2B6FFEA6781368B3F7A7A1E43ABAEDFF8BFFABC7F23A427C9ABFE01320E48AB4,text,一直身处前线的莉莉娅。,OK,
2077,game_t02076,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,ACFF4A0A68259DADC6E9E13ADFB76E5F9542FDA972779D7BF26B94975D684501,text,那份思念也许强烈到我无法想象的程度。,OK,
2078,game_t02077,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,ABE62C7B550CF1C5459923D64CB97FBDD9D01D28F78057126FBB11C19BE389FC,text,但是啊……,OK,
2079,game_t02078,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,E971035F37270C88FAAF830505C9AC4A36B7CFF4A51B721FFCCDEBC84A197203,text,「……那就是所谓的意义吗」,OK,
2080,game_t02079,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,887DE21DEDF80DC03C34F14BA15CAC9A7F616A91159ADF5FDA830CD8ECDFC39E,text,这我知道啊……唔！,OK,
2081,game_t02080,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,4042DA80D200E4D2A6304B36ABB6738D2DFAFB0D80A154713DBD72FEA2AE643E,text,「昨天说的……就算死了，也不是白费的那个啊……」,OK,
2082,game_t02081,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,FE50081C4EC9507DA7B1FC2A8CA6A985FDDC4A28986CC5131CC7F154D724AE2F,text,「……是啊」,OK,
2083,game_t02082,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,15C7DD516127B893A26E0BD264D3FB300E8218478B4A8708A7050D998A562976,text,「……唔！」,OK,
2084,game_t02083,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,BCDEFBC2555E4FC696BA7DF1F0E18730367DE0BE84F6C8244974B26522DB6CC6,text,「悼念死者，传颂事迹……」,OK,
2085,game_t02084,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,1FA00E0504E05859283CF86858E25535127566DF8C07025FBD1186D4B59C9433,text,「不只是卫士……这是在这个残酷世界里活过的……所有人的基本准则」,OK,
2086,game_t02085,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」,OK,
2087,game_t02086,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,C4DB6E66F8511BB5CA751AA5A5E927873BA9C2A7E611403C533A36DC2FF8D5BA,text,「不是徒劳的……不是白跑一趟的……」,OK,
2088,game_t02087,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,8C4BFA8B5CF56AFF971E15656C21142A0ED2867236660B509DC2AB1A97809E38,text,「我不愿去想威尔连那件事都无法理解……！」,OK,
2089,game_t02088,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,F512EB7206174A3E1F0603EA0ADFBB26338E9D22A3188BD3C5E28723124E3DFF,text,「……！」,OK,
2090,game_t02089,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,CAB190CB3DF92264393F7E0CAE2D44DB86B769B58D79D5DC62F7446C7086DC2A,text,什么啊……,OK,
2091,game_t02090,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,6334D4D171857485C5D86BAA568E9829A562EC15EB5646DB97B9184C2A69E720,text,昨天她就是这么看我的吗……！？,OK,
2092,game_t02091,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,A150B533F07393708651396F1A9447181766664297350622B4CF5476BC639749,text,「――嘛，我会让你忘掉那个旧情人。直接实战吧」,OK,
2093,game_t02092,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,6B1BB825D46E55BA33F1EA2EA20C776C88B93D5E25EC6F829B0E74AC8024F2F5,text,「……伦纳德」,OK,
2094,game_t02093,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,75B4B9514A65FE29D9CC61EF6E2AAD52EE91579EF9944484B3A53023874CAB07,text,「……诶？」,OK,
2095,game_t02094,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,3D80F2A1DA3120EBDEFACA3900F915E1165881CD46D2454838ABC8714E03ED37,text,「我可不想被把伦纳德叫成‘旧情人’的人这么说」,OK,
2096,game_t02095,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,044715399BBAA18509B418732651F5A740434B518285FA7D7828A69E83303FD7,text,「啊……！那是……那个……」,OK,
2097,game_t02096,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,603D3216E6B5F6998F938E033A023A280D8BC3D71402AC3C58329279F243E867,text,「我知道你一直在比我严酷得多的最前线战斗……」,OK,
2098,game_t02097,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,DFB43AF82ED7072E549901A35FED5BDEC7AB1FAB8B86C28CACDE2D854EBEBA46,text,「不过啊……我也是合众国军人！是海军陆战队员啊！」,OK,
2099,game_t02098,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,16676552D6A7D016813450DE1D05D7412A593DA6874680D7994DAF32FAC0A304,text,「就连扬基站那种游击阵位，也有无数人没能回来」,OK,
2100,game_t02099,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,C0F2CE31CDADA820876C152785ED24D3D4E2847E8B63805F42AEB5AFF3943BAD,text,「…………唔！」,OK,
2101,game_t02100,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,774EA71B28CFB6001C842D026038918E9569846658B1D040CE762927FA8B2711,text,「身为军人……身为卫士……」,OK,
2102,game_t02101,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,C77AA9E46B2FCDB9929C01481B4C690E0669B1A6EE0A4541BC9EA6F2266BE32E,text,「怎么可能有人不悼念死者……！」,OK,
2103,game_t02102,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,E4E40B376F7D308F2E67DD5F8D685E1EF62011990B0477F77239846B56F290DD,text,那场战争——在保护人类免受BETA侵害的战斗中，有超过亿人死去。,OK,
2104,game_t02103,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,6939DE4B03148F9EA43F63566C4564BB1F353173A9DB917AC6360F544C148E81,text,身为卫士，成为人类之剑，在朋友之死都已成日常的世界里——不可能有人不缅怀死者。,OK,
2105,game_t02104,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,F77B45D4906416C0095AC45433DEFB7BC3747D13A57253ED043DB8C05CA909F1,text,「……但是，那为什么……！」,OK,
2106,game_t02105,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,6F60B8F7F9A783A5A7D7E312477F9E0962AA469BBD1A655E277AC88D6B8E0AA3,text,「想想这个情况吧」,OK,
2107,game_t02106,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,3E450AE1A6E4ECA16C42E9EF35A79EB9CCC5A81214B9C3EB7DB2C6BCB94204D1,text,「状况――？」,OK,
2108,game_t02107,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,B52ED704558341D99C17C3274567F01CCC4115A3C7EDDD2EAE46CE0EEA976D74,text,「不是现在这里的事。这个JFK，是我们所有人所处的状况！」,OK,
2109,game_t02108,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,E9BE96A4FF233B7BB2805BC715572BB7DD8F17D36BB100909BDB6780225570BF,text,现在不是和平时期。虽然没有BETA，也听不到枪炮声，但这确实是战争！,OK,
2110,game_t02109,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,15C7DD516127B893A26E0BD264D3FB300E8218478B4A8708A7050D998A562976,text,「……唔！」,OK,
2111,game_t02110,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,94F221CBDB63A982E75E8F5B46DCFD5F314A7C4BEAE38080C08C51B26036CD46,text,「我们孤立无援。能用的手段只有战术机」,OK,
2112,game_t02111,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,F70F20BA380115B6FC1F3D7475BD331D451BD65836488AAB8DE21F5F0A13BB89,text,「那种情况下，你觉得还有余力浪费战术机吗！？」,OK,
2113,game_t02112,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,E4F681B3A2D0C321B84271F348C456C6C09ACC64874CEE005555511CCD54F603,text,「这就是不同之处！为什么你会往浪费的方向想啊！？」,OK,
2114,game_t02113,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,56233DA6936C8770D3E40D3F403F7287BAEA3D706E164B5F84A47B0492FF4524,text,「因为活着的人更重要。因为活下去才是最重要的！」,OK,
2115,game_t02114,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,7A0D4294069726DB22DFD35F8A662BE66908CDFB452C6D683D8EBD9134244764,text,「正是这样，这种事我当然知道啊！」,OK,
2116,game_t02115,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,BA46FA0A863AFB83C2C5B84711CE2C41E764ECB0B50E2CFE9BE7AAF19283D224,text,「但是那又怎样？因为活着的人重要，就想说死人毫无价值吗！？」,OK,
2117,game_t02116,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,C42AFF4E4D6336198B4F190BB096AE29F9226B0428AFB0B2FA51A365B5449B81,text,「你那边才是为什么会变成这样……！不是有没有价值的问题，是优先级的问题！」,OK,
2118,game_t02117,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,EFC7553B9A95A900E7EE908C69D571F4CC3F2D99F9FEFD53B77A5E7C1D93F506,text,「…………！」,OK,
2119,game_t02118,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,41513AD0D007CEEA4946702F2747782A027886EEE32A27BACCED7457A946C87E,text,啊啊啊该死！又变成这样了……为什么对话总是这么对不上……！？,OK,
2120,game_t02119,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,1DCE2055FCBD3B3C6FF37F3B1421B5DC5C1FA7781C646F48708951ED9755C721,text,「现在是紧急状态，你明白吗……？」,OK,
2121,game_t02120,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,3DAD12AAD668D095A337E67C39585493BF6BAFEB654E80506C958C101B8273FF,text,「莉莉娅昨天也看到了吧，这片什么也没有的盐沙漠」,OK,
2122,game_t02121,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,F6F931353039C56D99D8B8B3D426E13C08A5AC8D25CEFF71D1B1E8C95867BD07,text,「那……又能怎样……？」,OK,
2123,game_t02122,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,949FFC8E66F15F3BEB8B1C2FBA221992AB5EB9CFB9113E019C0A32ABCF996430,text,「合众国的正规战术机母舰1艘——我们死了的话，它也会被盐覆盖而被遗忘」,OK,
2124,game_t02123,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,4BE1929B2E1CBA34D2CE0A997924796D65A8C0A37F66FE7DF824411CF6A2E4CE,text,「被遗忘……？」,OK,
2125,game_t02124,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,4B770018F015EFF6E175E2B14A8D2B3BA1FDB30CC6B74AEDFF0F26A0EA1DCC0D,text,「是的。这是这个世界留下的宝贵战力——」,OK,
2126,game_t02125,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,3C40ECF9292DCF5FB157FD1684119A2EA195FBD0A02913A6A82BA4011F5E81E9,text,「重建人类秩序的，合众国的军队——」,OK,
2127,game_t02126,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,5C716ACDD65A58DBFF375EE923095AC495BF6C772C47F7F94C2428E9D2416F2B,text,「我们必须保护它。活下去，继续活下去，必须把我们的存在告诉某人。」,OK,
2128,game_t02127,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,74336F5D08489CB8DE220E8FE080AB46C1CA323443452C501318CBD977F7C0FF,text,「哪怕多一个选项也必须留在手边，这一点你应该也明白吧！」,OK,
2129,game_t02128,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,76C645FB90CFD84A033D3DF31C5BF4CEC23A244EA16DE5D916CD10C0D3FEBECA,text,「要是全灭了，你说的传承也不可能了啊！」,OK,
2130,game_t02129,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,4945AEBACD7A9BAA24F24F5A258A2732F5238596D247770F69FD9272D021BDE7,text,是啊……这家伙说的话，甚至和他自己主张的内容都矛盾……！,OK,
2131,game_t02130,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,2B3E6732F721322C43BA1BA3D1928631792A71B1C9D82F9E87085FFB45B2D3B1,text,讲述死者的事迹，是生者的职责啊……！？,OK,
2132,game_t02131,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,5DD35D97238F2D087B7C957A2E171717D26AD211DF8B66246F45B4F283033DB6,text,不优先考虑活着的人怎么行……！,OK,
2133,game_t02132,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,CE1638BB090663516739F054C662D1AFE1961DEEB743951F3CC558A7C4A9193C,text,「……嚯，你还真敢说啊。真是紧急情况呢。」,OK,
2134,game_t02133,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,7919CBE5D7C9D5AFDFEB9B0A47AC3EF8864D3F37CE62D10528F964A50A337308,text,「什么……？」,OK,
2135,game_t02134,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,0CD7506AB2303838CD499A88F96CCA15CF52C2947686C8887BF268B15A7E8F17,text,「什么‘昨天看到的’。我也一直在补给舰上眺望着这个世界啊！」,OK,
2136,game_t02135,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,EFC7553B9A95A900E7EE908C69D571F4CC3F2D99F9FEFD53B77A5E7C1D93F506,text,「…………！」,OK,
2137,game_t02136,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,FBC3D2CE2DB445BC42CC9E7B40C5BB3E50C90D0F8076F5B75ECEB2913BAD1E95,text,「失去推力，消耗物资，选项从一开始就一个都没有！」,OK,
2138,game_t02137,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,C7B4EE1952B92E936C9BDFC29DC5F1C1F3EB46EEB136267C8A4DC049CB34BED1,text,「——三个月哦？——天天都是什么也没有的海哦？」,OK,
2139,game_t02138,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,FEFA410544F014CAD1974AA115A685E0B8A7B35BAC188E243314823DBF8809DB,text,「——连漂流路线坐标上本该有的岛，都没影了哦？」,OK,
2140,game_t02139,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,1C95E1A7E357908BFF91BA87A018956A0B852686019C0ABA04AB42C8B65D9588,text,「那是……」,OK,
2141,game_t02140,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,AA2F9BFF8A8032FDE45CF89CFCAC340BE4234E3AF9AD19FE76C360D519B8AC2A,text,「紧急事态？有趣的紧急事态呢，有热饭热菜还有澡洗，缺的就是游泳池和网球场？」,OK,
2142,game_t02141,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,17C15B903A0106E6FED2DB2ACED2D3B8ED72DDD3A68BD3F52CC7BF718E42A8EA,text,「……你应该知道这不是那种问题吧」,OK,
2143,game_t02142,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,CE3C90C33F45C54AAD464E4FC652E01675AA66B373C4F6F1872ADF77A12AC73C,text,节制也没有意义，削减不影响任务的物资消耗，不过是伪善罢了。,OK,
2144,game_t02143,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,8D8610A1C45D2B4BFD27E60EDD06422D032F94666A7645FFDDE6FCBC6E89F2A5,text,像这家伙一样想煽动悲壮感的话，那样也行。,OK,
2145,game_t02144,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,B33C73BBF9CA2E7ABE50994EF8F01DCF0B3878D18B5DC2AE6F9A6F3C620CC78C,text,但是啊，我们还得冷酷地考虑整艘舰的士气……！,OK,
2146,game_t02145,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,A1247D2987F37C841797AE6A398FA429118B60FEF1F39917C53508BC17FD8A2F,text,「哎呀对不起，确实是这样。毕竟是场这么游刃有余的紧急事态，一不小心就忘了。」,OK,
2147,game_t02146,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,9ACD0ED0943FA7435FFFCB63F1EA957A7C3C5D3114635DB01F48DA631E8EA5AE,text,「……你是想说我们松懈了吗」,OK,
2148,game_t02147,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,6F93EDCD39864ED8D1ECFC24E9318F8E03D4BDDE708527A1C0114D28791BA00B,text,「你太懦弱了。只是一味逃避现实。」,OK,
2149,game_t02148,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,32F6966B22AAC8AAF24073C45B044DA2AFB0F14F45D573FD58CCB80052C832C9,text,「谁逃避现实啊？说什么死人也没关系，就为这种话白白撒掉推进剂，你管那叫现实吗？」,OK,
2150,game_t02149,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,01D038D3CDBE79383C9FDCC24ACFB8E2351FD5F565E67E91B63DA234EE996E2E,text,「残量什么的都是计算好了才做的。你不是在旁边全都看到了吗！？和这艘舰的奢侈是一样的！」,OK,
2151,game_t02150,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,F05A9618B93E3C2A188A828D4BB295399E40D38FB6C680097E3EDA0AAEC2E6E2,text,「在一个卫士能考虑的范围内，是啊。能够考虑整体最优的权限和信息，我们都没有啊！」,OK,
2152,game_t02151,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,29512B4F4FC21CD8A634C756FE622C7275C216B2BF5FFB088B98525532BE49F6,text,「——又是上层的代言人？别这样，你不过是在擅自想象上面的想法来强化自己的论点而已。」,OK,
2153,game_t02152,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,B6558DA25A3CCC62B63EBB97623EE3532041CDC24361C6ECB059A61C7D304B35,text,「人类的秩序啦、合众国的战力啦也是那样。听起来不过是在叠加自己的不安，为自己的求生私情找借口罢了」,OK,
2154,game_t02153,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,F0493DBDF16DA26A8703251D377CFAA47A678F4352A9D318C5893B353A8BA35D,text,「……是吗。那让我说吧，你那玩意儿不也是私情吗」,OK,
2155,game_t02154,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,A62DED5F3807F005B989FDBCC18453C7C223E0E05C5FB59F203D12032F0DE811,text,「什么啊」,OK,
2156,game_t02155,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,ウィル,13D8552B76A998B09FB4B494CC0798A800D1D92591C198D1F1B04350C8BA951E,text,「不想被遗忘，不想孤独地死去——」,OK,
2157,game_t02156,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,,41927A12C6DAA07A9ACA11986798B2709458D7031BD1E1BEDABBE835443B81F2,text,刚才说漏嘴的抱怨……那就是你的真实心情吧……？,OK,
2158,game_t02157,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,リリア,15C7DD516127B893A26E0BD264D3FB300E8218478B4A8708A7050D998A562976,text,「……唔！」,OK,
