"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"3823","pf:static:photonflowers11.rio.002:1303593164:00136220","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","あの短時間で合成食以外の成分を抽出できるということは、<03>予め原因に目星を付けて検査したに違いないのだ。<01>","既然能在那么短的时间里检出合成食品以外的成分，就一定是事先对原因有了眉目，再针对它进行检查。<01>"
"3824","pf:static:photonflowers11.rio.002:1303593164:00136710","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","まあいい…<03>…<03>。それがわかったところで、<03>私たちに直接影響があるものではないだろう。<01>","算了……即使弄清这一点，应该也不会直接影响到我们。<01>"
"3825","pf:static:photonflowers11.rio.002:1303593164:00137014","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","藤澤は闇食料調達ルートの消滅以降、<03>狩野たちとの個人関係はともかく、<03>その商売とは完全に手を切ったようだ。<01>","地下食品筹措渠道消失以后，藤泽似乎撇开和狩野等人的私人关系不谈，已经彻底退出了那门生意。<01>"
"3826","pf:static:photonflowers11.rio.002:1303593164:00137446","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","藤澤の性格から自己申告こそないが、<03>多くの候補生から竹宮が聞いてきた話だけに十分信用できる。<01>","以藤泽的性格，她当然不会主动说出来；但这是竹宫从许多候补生那里听来的消息，可信度已经足够高。<01>"
"3827","pf:static:photonflowers11.rio.002:1303593164:00137802","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","半身にも等しい三浦への愛情が逆効果だった事実は、<03>藤澤にとってそれほどに大きかったのだろう。<01>","对如同自己半身的三浦所怀的感情，结果却起了反作用——这个事实对藤泽而言，大概就是如此沉重。<01>"
"3828","pf:static:photonflowers11.rio.002:1303593164:00138080","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","結局、<03>あの一件が私たちをまとめた、<03>ということか…<03>…<03>。<01>","说到底，是那件事把我们凝聚在了一起吗……<01>"
"3829","pf:static:photonflowers11.rio.002:1303593164:00138246","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3830","pf:static:photonflowers11.rio.002:1303593164:00138318","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","確かに、<03>以前に比べればまとまった…<03>…<03>といえる。<01>","的确，与以前相比，可以说我们更团结了……<01>"
"3831","pf:static:photonflowers11.rio.002:1303593164:00138430","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","だが、<03>共通の敵という神宮司教官の認識に差ができたことで、<03>それまで覆い隠されていたものが見えてきたのも事実だ。<01>","可是，因为我们对神宫司教官这个共同敌人的认识出现了分歧，过去一直被遮掩的东西也随之显露——这同样是事实。<01>"
"3832","pf:static:photonflowers11.rio.002:1303593164:00138808","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","竹宮の変化は…<03>…<03>いや、<03>あれを変化とは言わない…<03>…<03>。<01>","竹宫的变化……不，那不能称为变化……<01>"
"3833","pf:static:photonflowers11.rio.002:1303593164:00139042","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","あれは…<03>…<03>彼女の――。<01>","那是……她的——<01>"
"3834","pf:static:photonflowers11.rio.002:1303593164:00139104","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>伊隅…<03>…<03>起きてるの…<03>…<03>？」<01>","【竹宫】「……伊隅……你还醒着吗……？」<01>"
"3835","pf:static:photonflowers11.rio.002:1303593164:00139228","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>なんだ…<03>…<03>あんたも起きてたの」<01>","【美知留】「……什么啊……原来你也醒着」<01>"
"3836","pf:static:photonflowers11.rio.002:1303593164:00139372","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「なんか…<03>…<03>寝付けなくてさぁ…<03>…<03>」<01>","【竹宫】「总觉得……睡不着……」<01>"
"3837","pf:static:photonflowers11.rio.002:1303593164:00139516","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「あれだけ睡眠を重視してるのに…<03>…<03>らしくないわね」<01>","【美知留】「明明那么重视睡眠……真不像你」<01>"
"3838","pf:static:photonflowers11.rio.002:1303593164:00139796","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「ふふっ…<03>…<03>そうだね…<03>…<03>。<0A>でも、<03>寝ようとすればするほど、<03>色々考えちゃってさ…<03>…<03>」<01>","【竹宫】「呵呵……是啊……<0A>可越想让自己睡着，就越会想很多事……」<01>"
"3839","pf:static:photonflowers11.rio.002:1303593164:00140114","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「いよいよ重傷ね…<03>…<03>どうしたのよ、<03>何かあったの？」<01>","【美知留】「看来病得不轻……怎么了，发生什么事了吗？」<01>"
"3840","pf:static:photonflowers11.rio.002:1303593164:00140310","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「う～ん…<03>…<03>なんていうか、<03>今日の韮沢の話…<03>…<03>あれで、<03>さ…<03>…<03>」<01>","【竹宫】「嗯……怎么说呢，今天韭泽讲的那些话……让我有些……」<01>"
"3841","pf:static:photonflowers11.rio.002:1303593164:00140576","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>あの話がどうかしたの？」<01>","【美知留】「……那些话怎么了吗？」<01>"
"3842","pf:static:photonflowers11.rio.002:1303593164:00140684","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「うん…<03>…<03>なんかね…<03>…<03>…<03>…<03>なんていうか…<03>…<03>」<01>","【竹宫】「嗯……总觉得…………该怎么说……」<01>"
"3843","pf:static:photonflowers11.rio.002:1303593164:00140884","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>ごめん、<03>何も考えないで訊いてた。<0A>無理に話す必要ないわ」<01>","【美知留】「……抱歉，我刚才没多想就问了。<0A>不必勉强自己说出来」<01>"
"3844","pf:static:photonflowers11.rio.002:1303593164:00141146","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「いいの…<03>…<03>あたしこそ、<03>ごめん…<03>…<03>あの…<03>…<03>話聞いてもらっても…<03>…<03>いい…<03>…<03>？」<01>","【竹宫】「没关系……是我才该道歉……那个……可以听我说说吗……？」<01>"
"3845","pf:static:photonflowers11.rio.002:1303593164:00141422","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「私は構わないけど…<03>…<03>どうしたの…<03>…<03>？」<01>","【美知留】「我倒没关系……到底怎么了……？」<01>"
"3846","pf:static:photonflowers11.rio.002:1303593164:00141562","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「韮沢がさ…<03>…<03>…<03>…<03>命令があれば、<03>喜んで戦友を助けに行くって言ってたでしょ…<03>…<03>？」<01>","【竹宫】「韭泽不是说过……如果有命令，就会主动去救战友吗……？」<01>"
"3847","pf:static:photonflowers11.rio.002:1303593164:00141916","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3848","pf:static:photonflowers11.rio.002:1303593164:00141988","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「あれってさ…<03>…<03>一見、<03>良い話なんだけど…<03>…<03>…<03>…<03>なんか、<03>キツイんだよね」<01>","【竹宫】「那句话……乍听之下是个好故事……可总觉得，让人很难受」<01>"
"3849","pf:static:photonflowers11.rio.002:1303593164:00142288","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「どういうこと…<03>…<03>？」<01>","【美知留】「什么意思……？」<01>"
"3850","pf:static:photonflowers11.rio.002:1303593164:00142406","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「うん…<03>…<03>軍規では原則救助なのに、<03>命令が出なきゃ助けられないって…<03>…<03>前線では見捨てるのが普通だってことじゃない…<03>…<03>？」<01>","【竹宫】「嗯……军规明明规定原则上要救援，可没有命令就不能救……这不就表示，在前线舍弃战友才是常态吗……？」<01>"
"3851","pf:static:photonflowers11.rio.002:1303593164:00143028","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「軍規を勝手に曲げてるのに…<03>…<03>それが当然になるってことは、<03>前線司令部も、<03>国防省も…<03>…<03>それを認めてるってことだよね…<03>…<03>？」<01>","【竹宫】「明明擅自扭曲了军规……却变得理所当然，这也就是说，前线司令部和国防省……都认可这种做法吧……？」<01>"
"3852","pf:static:photonflowers11.rio.002:1303593164:00143536","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>たぶん、<03>そういうことなんでしょうね」<01>","【美知留】「……大概就是这样吧」<01>"
"3853","pf:static:photonflowers11.rio.002:1303593164:00143694","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「それが現実だってことはわかってるし、<03>戦場にきれい事はないってこと…<03>…<03>理解はできてるんだけど…<03>…<03>」<01>","【竹宫】「我明白这就是现实，也理解战场上没有那些漂亮话……可是……」<01>"
"3854","pf:static:photonflowers11.rio.002:1303593164:00144130","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3855","pf:static:photonflowers11.rio.002:1303593164:00144202","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「じゃあなんで、<03>そうやって生き残ってきた神宮司は…<03>…<03>藤澤の行為を責めることができるんだろう…<03>…<03>なんてさ」<01>","【竹宫】「那么，靠这种方式活下来的神宫司……又为什么能够责备藤泽的行为呢……我会忍不住这样想」<01>"
"3856","pf:static:photonflowers11.rio.002:1303593164:00144610","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3857","pf:static:photonflowers11.rio.002:1303593164:00144682","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「建前とか原則論はわかるんだけど…<03>…<03>あたしの中に、<03>処理できない気持ちがたくさんあって…<03>…<03>さ」<01>","【竹宫】「我明白什么场面话和原则论……可心里还有很多无法消化的感情……」<01>"
"3858","pf:static:photonflowers11.rio.002:1303593164:00145218","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「そういうの納得しちゃうと…<03>…<03>なんか、<03>根本的な何かが崩れちゃいそうで…<03>…<03>」<01>","【竹宫】「如果接受了这些……总觉得某种最根本的东西会崩塌……」<01>"
"3859","pf:static:photonflowers11.rio.002:1303593164:00145494","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3860","pf:static:photonflowers11.rio.002:1303593164:00145566","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「やっぱり…<03>…<03>神宮司は――正しいのかな…<03>…<03>？」<01>","【竹宫】「果然……正确的是神宫司吗……？」<01>"
"3861","pf:static:photonflowers11.rio.002:1303593164:00145802","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3862","pf:static:photonflowers11.rio.002:1303593164:00145874","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「伊隅はさ…<03>…<03>ほら、<03>最初から神宮司ラブなのミエミエだったから、<03>何も気にならないんだけど…<03>…<03>」<01>","【竹宫】「伊隅的话……你看，从一开始就明显是神宫司的狂热崇拜者，所以我倒完全不在意……」<01>"
"3863","pf:static:photonflowers11.rio.002:1303593164:00146254","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「ラブって…<03>…<03>まあ、<03>いいけど…<03>…<03>」<01>","【美知留】「什么狂热崇拜……算了，随你吧……」<01>"
"3864","pf:static:photonflowers11.rio.002:1303593164:00146398","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「なんか、<03>三浦も小隊のみんなも…<03>…<03>特に藤澤はあんなに反発してたのに…<03>…<03>結局、<03>神宮司を認めちゃうんだ？　<03>…<03>…<03>ってさ」<01>","【竹宫】「可是三浦、小队里的大家……尤其是藤泽，明明以前反抗得那么厉害……结果最后还是承认神宫司了吗……我就会这样想」<01>"
"3865","pf:static:photonflowers11.rio.002:1303593164:00146860","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3866","pf:static:photonflowers11.rio.002:1303593164:00146932","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「神宮司のやってることのすべてが正しいわけじゃないって、<03>今でもあたしは思ってる。<0A>もちろん…<03>…<03>全部が間違っているわけじゃないことも…<03>…<03>」<01>","【竹宫】「即使现在，我也认为神宫司做的事并不全都正确。<0A>当然……我也明白，并不是所有事都错了……」<01>"
"3867","pf:static:photonflowers11.rio.002:1303593164:00147366","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「でもさ、<03>そういう現実はわかるんだけど…<03>…<03>理想とかそういうのを誰も口にしなくなったら、<03>人間じゃないっていうか…<03>…<03>ロボットみたいなものだよ」<01>","【竹宫】「可是，就算明白那些现实……如果再也没有人把理想之类的东西说出口，那就不像人类……简直像机器人一样」<01>"
"3868","pf:static:photonflowers11.rio.002:1303593164:00147866","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「竹宮…<03>…<03>」<01>","【美知留】「竹宫……」<01>"
"3869","pf:static:photonflowers11.rio.002:1303593164:00147944","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「でも韮沢の話をきくと…<03>…<03>当たり前なんだけど…<03>…<03>神宮司も本当はあたしたちと同じなんだろうなって思えちゃって…<03>…<03>」<01>","【竹宫】「可是听过韭泽说的那些话……虽然理所当然……我会觉得，神宫司其实也和我们一样……」<01>"
"3870","pf:static:photonflowers11.rio.002:1303593164:00148314","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>ということは…<03>…<03>だよ…<03>…<03>？　あたしもいつか…<03>…<03>あんな風になっちゃうのかな、<03>とか…<03>…<03>ね」<01>","【竹宫】「……也就是说……我会想，自己有一天是不是也会……变成她那样……」<01>"
"3871","pf:static:photonflowers11.rio.002:1303593164:00148646","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3872","pf:static:photonflowers11.rio.002:1303593164:00148718","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「本当はあたし…<03>…<03>そんなの認めたくない。<0A>神宮司は絶対違うって…<03>…<03>思いたい…<03>…<03>」<01>","【竹宫】「其实我……不想承认那种事。<0A>我想相信，神宫司和我们绝对不一样……」<01>"
"3873","pf:static:photonflowers11.rio.002:1303593164:00149066","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3874","pf:static:photonflowers11.rio.002:1303593164:00149138","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>でもね…<03>…<03>この前、<03>藤澤に言われたこと考えると…<03>…<03>なんかもうわからなくなっちゃってさ…<03>…<03>」<01>","【竹宫】「……可是……一想到上次藤泽对我说的话……我就已经什么都弄不明白了……」<01>"
"3875","pf:static:photonflowers11.rio.002:1303593164:00149472","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3876","pf:static:photonflowers11.rio.002:1303593164:00149544","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","藤澤","【藤澤】「あんたさぁ、<03>自分の存在に疑問持ったことなんて一度もないでしょ？」<01>","【藤泽】「我说你啊，从来没有对自己的存在产生过怀疑吧？」<01>"
"3877","pf:static:photonflowers11.rio.002:1303593164:00149798","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","藤澤","【藤澤】「――それ以前にさ、<03>挫折なんて…<03>…<03>経験したことすらないでしょ？！」<01>","【藤泽】「——先不说那个，你甚至连挫折……都从没经历过吧？！」<01>"
"3878","pf:static:photonflowers11.rio.002:1303593164:00150026","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","藤澤","【藤澤】「――あんたみたいな幸せなヤツだけじゃないんだよ、<03>この世に生きてるのはッ！」<01>","【藤泽】「——活在这个世界上的，又不只有你这种幸福的人！」<01>"
"3879","pf:static:photonflowers11.rio.002:1303593164:00150322","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","藤澤","【藤澤】「あんたみたいに皆に好かれる性格になれなかったヤツはねぇ、<03>どっか切り捨てて折り合い付けなきゃ生きていけないんだよ！！」<01>","【藤泽】「没办法变成你这样、拥有让所有人喜欢的性格的人啊，不舍弃点什么、找个妥协的方法，就根本活不下去！！」<01>"
"3880","pf:static:photonflowers11.rio.002:1303593164:00150804","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","藤澤","【藤澤】「――そんな綺麗な生き様あたしたちに押し付けてさ、<03>あんた最後まで責任取る覚悟あんのッ！？」<01>","【藤泽】「——你把那套光鲜漂亮的活法强加给我们，做好负责到底的觉悟了吗！？」<01>"
"3881","pf:static:photonflowers11.rio.002:1303593164:00151272","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>…<03>…<03>」<01>","【竹宫】「…………」<01>"
"3882","pf:static:photonflowers11.rio.002:1303593164:00151344","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3883","pf:static:photonflowers11.rio.002:1303593164:00151416","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","今の竹宮の気持ちは痛いほどわかる…<03>…<03>。<01>","此刻竹宫的感受，我深有体会，甚至能感到那份痛楚……<01>"
"3884","pf:static:photonflowers11.rio.002:1303593164:00151524","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","道徳や社会規範、<03>常識という不変であるはずの基準から言えば自分が正しいのに、<03>状況の変化によって周囲の者が去っていく…<03>…<03>。<01>","按照道德、社会规范和常识这些本应永恒不变的标准，明明正确的是自己，周围的人却会随着状况变化而离去……<01>"
"3885","pf:static:photonflowers11.rio.002:1303593164:00152020","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","そして、<03>不変の規範を守る者の方が悪者扱いされるという現実…<03>…<03>その辛さは痛いほど理解できる。<01>","而现实甚至会把遵守不变规范的人当成坏人……这份痛苦，我也深有体会。<01>"
"3886","pf:static:photonflowers11.rio.002:1303593164:00152426","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","ずっと同じ正義を掲げて生きていくことはとても難しく、<03>それを貫くことは並ならぬ辛さを伴うから…<03>…<03>。<01>","因为始终举着同一种正义活下去非常困难，要将它贯彻到底，会伴随非同寻常的痛苦……<01>"
"3887","pf:static:photonflowers11.rio.002:1303593164:00152816","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","そして、<03>人の規範が不変ではないという現実に…<03>…<03>その絶望に…<03>…<03>慣れていくんだ…<03>…<03>。<01>","然后，人会渐渐习惯一个现实……习惯自己所持的规范并非永恒不变所带来的那份绝望……<01>"
"3888","pf:static:photonflowers11.rio.002:1303593164:00153168","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>…<03>…<03>」<01>","【竹宫】「…………」<01>"
"3889","pf:static:photonflowers11.rio.002:1303593164:00153240","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>ねえ竹宮…<03>…<03>ひとつ、<03>訊いて良い…<03>…<03>？」<01>","【美知留】「……我说竹宫……可以问你一件事吗……？」<01>"
"3890","pf:static:photonflowers11.rio.002:1303593164:00153426","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>なに？」<01>","【竹宫】「……什么？」<01>"
"3891","pf:static:photonflowers11.rio.002:1303593164:00153500","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「なんであんたは…<03>…<03>そこまで神宮司教官を否定したがるの？」<01>","【美知留】「你为什么……那么想否定神宫司教官？」<01>"
"3892","pf:static:photonflowers11.rio.002:1303593164:00153696","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「え…<03>…<03>」<01>","【竹宫】「咦……」<01>"
"3893","pf:static:photonflowers11.rio.002:1303593164:00153762","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「中立的な視点で、<03>横暴に翻弄される弱者の救済、<03>あるいは機会の再配分を主張する立場――あんたのスタンスを、<03>私はそう受け取っていた」<01>","【美知留】「以中立视角主张救济被横暴摆布的弱者，或者重新分配机会——我过去一直这样理解你的立场」<01>"
"3894","pf:static:photonflowers11.rio.002:1303593164:00154268","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>…<03>…<03>」<01>","【竹宫】「…………」<01>"
"3895","pf:static:photonflowers11.rio.002:1303593164:00154340","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「でも、<03>最近になってやっと気付いたのよ…<03>…<03>あんたは違うんだって」<01>","【美知留】「可我直到最近才终于发现……原来你并不是这样」<01>"
"3896","pf:static:photonflowers11.rio.002:1303593164:00154608","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>…<03>…<03>」<01>","【竹宫】「…………」<01>"
"3897","pf:static:photonflowers11.rio.002:1303593164:00154680","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「あんたが言うとおり、<03>周りが教官を受け容れ始めてやっとその違いがわかったの」<01>","【美知留】「正如你所说，直到周围的人开始接受教官，我才看清这种差异」<01>"
"3898","pf:static:photonflowers11.rio.002:1303593164:00154972","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>…<03>…<03>そっか」<01>","【竹宫】「…………这样啊」<01>"
"3899","pf:static:photonflowers11.rio.002:1303593164:00155050","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3900","pf:static:photonflowers11.rio.002:1303593164:00155122","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>なんか…<03>…<03>ホッとしたな」<01>","【竹宫】「……总觉得……松了口气」<01>"
"3901","pf:static:photonflowers11.rio.002:1303593164:00155246","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3902","pf:static:photonflowers11.rio.002:1303593164:00155318","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「前に…<03>…<03>さ、<03>みんなで志願の理由、<03>話したの覚えてる…<03>…<03>？」<01>","【竹宫】「以前……大家一起说过志愿参军的理由，还记得吗……？」<01>"
"3903","pf:static:photonflowers11.rio.002:1303593164:00155554","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「覚えてる…<03>…<03>」<01>","【美知留】「记得……」<01>"
"3904","pf:static:photonflowers11.rio.002:1303593164:00155628","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「あの時の話は本当なんだけど…<03>…<03>ひとつだけ言わなかったことがあるんだ…<03>…<03>」<01>","【竹宫】「当时说的都是真的……只是有一件事没有说……」<01>"
"3905","pf:static:photonflowers11.rio.002:1303593164:00155898","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「あ…<03>…<03>ごめん、<03>嘘ついた…<03>…<03>言えなかった…<03>…<03>が正解だな…<03>…<03>」<01>","【竹宫】「啊……抱歉，我说谎了……准确地说，是没能说出口……」<01>"
"3906","pf:static:photonflowers11.rio.002:1303593164:00156196","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"3907","pf:static:photonflowers11.rio.002:1303593164:00156268","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「…<03>…<03>あたしが全員合格に拘る一番大きな理由はね…<03>…<03>復讐みたいなものなの…<03>…<03>」<01>","【竹宫】「……我那么执着于所有人都合格，最大的原因……近似一种复仇……」<01>"
"3908","pf:static:photonflowers11.rio.002:1303593164:00156618","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「――え…<03>…<03>っ…<03>…<03>！？<0A>…<03>…<03>復…<03>…<03>讐って…<03>…<03>教官に…<03>…<03>？」<01>","【美知留】「——咦……！？<0A>……复……仇……是对教官……？」<01>"
"3909","pf:static:photonflowers11.rio.002:1303593164:00156832","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「うん…<03>…<03>それ自体はすっごい後付けなんだけど…<03>…<03>そういうことなんだよ」<01>","【竹宫】「嗯……虽然这种想法本身是很后来才加上去的……但就是这样」<01>"
"3910","pf:static:photonflowers11.rio.002:1303593164:00157166","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","復讐って…<03>…<03>神宮司教官と竹宮に、<03>いったいどんな因縁が…<03>…<03>？<01>","复仇……神宫司教官和竹宫之间，究竟有什么因缘……？<01>"
"3911","pf:static:photonflowers11.rio.002:1303593164:00157368","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","竹宮","【竹宮】「実は…<03>…<03>あたしの地元の幼なじみが…<03>…<03>大陸で神宮司と同じ部隊にいたの」<01>","【竹宫】「其实……我家乡有个青梅竹马……曾经在大陆和神宫司待在同一个部队」<01>"
"3912","pf:static:photonflowers11.rio.002:1303593164:00157732","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","みちる","【みちる】「…<03>…<03>…<03>…<03>！」<01>","【美知留】「…………！」<01>"
"3913","pf:static:photonflowers11.rio.002:1303593164:00157802","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","神宮司教官が大陸にいた頃ということは兵役法の改正前…<03>…<03>その幼なじみは年上の男性ということになる。<01>","神宫司教官在大陆的时期，也就是兵役法修改之前……那么那位青梅竹马就是年长的男性。<01>"
"3914","pf:static:photonflowers11.rio.002:1303593164:00158212","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1303593164","","…<03>…<03>そして…<03>…<03>教官が死神と恐れられた理由は…<03>…<03>…<03>…<03>！<01>","……而且……教官之所以被人畏惧地称作死神，是因为…………！<01>"
