"call_order","id","egpack","scene","speaker_jp","jp_text","cn_text"
"2490","game_t02500","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2491","game_t02501","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","…\w…\wそういうこと…\w…\wだったのか…\w…\w？！\p","原来……是这样……吗？！\p"
"2492","game_t02502","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","そうか…\w…\w。そういうことだったんだ…\w…\w。\p","是啊……原来是这样……\p"
"2493","game_t02503","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","山城さんが体現する、\w私が欲しいと思っているもの――\p","山城所体现的，正是我渴望拥有的东西——\p"
"2494","game_t02504","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","それこそが、\wあの姿なんだ――\p","那就是她如今的姿态——\p"
"2495","game_t02505","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2496","game_t02506","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","志摩子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2497","game_t02507","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","自分自身を磨き、\w研ぎ澄ますためには、\w小隊の同期生さえ寄せ付けないあの決然と孤高…\w…\w！\p","为了磨炼自己，将自己淬炼得更锋利，她甚至不让同小队的同期生靠近。那份决绝与孤高……！\p"
"2498","game_t02508","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","私が今…\w…\w最も欲しているもの…\w…\w。\p","正是我现在……最渴望拥有的东西……\p"
"2499","game_t02509","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","志摩子","「…\w…\w唯依？」\p","「……唯依？」\p"
"2500","game_t02510","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","唯依","「ごめん。行こう…\w…\w志摩子」\p","「抱歉。走吧……志摩子。」\p"
"2501","game_t02511","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","志摩子","「――あ、\w待ってよ、\w唯依」\p","「——啊，等等我，唯依。」\p"
"2502","game_t02512","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","私は…\w…\w。\p","我……\p"
"2503","game_t02513","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","やはり私は…\w…\w。\p","果然我还是……\p"
"2504","game_t02514","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後.egpack","０２０：１９９７年_21：ラウンジ　山城の孤高　数分後","旁白","なにひとつ――彼女に及んでいない…\w…\w！\p","没有任何一点——能比得上她……！\p"
"2505","game_t02515","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「広大な平地、\w平野を擁するユーラシア大陸では、\w広範囲にわたる大規模ＢＥＴＡ群の電撃的侵攻に対し有効な阻止手段を持たなかった」\p","「欧亚大陆拥有广袤的平地与平原，面对大规模BETA群席卷广阔战区的闪电式进攻，根本没有有效的阻截手段。」\p"
"2506","game_t02516","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「唯一それを押しとどめ、\w遅滞を為すことができたものは何か――それは山脈・山岳地帯である」\p","「唯一能够阻挡并迟滞它们的是什么——正是山脉与山岳地带。」\p"
"2507","game_t02517","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「従って、\w日本の約７割を占める山岳地帯は、\w本土防衛に於ける最大の利点となるのだ。だが――」\p","「因此，占日本国土约七成的山岳地带，是本土防卫的最大优势。然而——」\p"
"2508","game_t02518","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「山岳地帯が多く平野が少ない日本に於いて、\w戦術機の利点である距離を取った機動砲撃戦を展開できる戦域は非常に限られている」\p","「日本山地多、平原少，能够发挥战术机优势、拉开距离实施机动炮击战的战区极其有限。」\p"
"2509","game_t02519","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「ここで思い出して欲しい。基本的な対ＢＥＴＡ戦術で戦術機が戦域投入されるタイミングを」\p","「现在回想一下，在基本对BETA战术中，战术机是在什么时候投入战区的。」\p"
"2510","game_t02520","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「それは最終局面――艦砲・野砲などによる長距離面制圧、\w戦車・機甲部隊による中距離打撃の後である」\p","「是在最终阶段——舰炮、野战炮完成远程面压制，坦克与装甲部队完成中程打击之后。」\p"
"2511","game_t02521","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「つまり、日本に於ける戦術機の戦闘状況は、近接戦の高い発生率を常に前提としなければならないのだ」\p","「也就是说，日本战术机的作战环境，必须始终以近身战的高发生率为前提。」\p"
"2512","game_t02522","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「物量を最大の武器とするＢＥＴＡとの密集近接戦ともなれば、\w当然補給もままならない。その際モノを言うのが直接打撃兵装を用いた機動近接格闘なのだ」\p","「一旦与以数量为最大武器的BETA展开密集近身战，补给自然难以为继。这时真正管用的，便是运用直接打击兵装实施机动近身格斗。」\p"
"2513","game_t02523","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「近接格闘戦技能が日本衛士の必修とされている理由がこれだ。だが斯衛軍では、\w更にその研鑽を要求される――なぜか」\p","「这就是近身格斗技能被列为日本卫士必修科目的原因。但斯卫军还要求进一步钻研此道——为什么？」\p"
"2514","game_t02524","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「それは本土拠点防衛を専任とするからだ。つまり、\w作戦開始状況をＢＥＴＡ侵攻の迎撃とする斯衛軍の接敵時彼我距離は、\w帝国軍のそれより更に密接するのが自明」\p","「因为斯卫军专司本土据点防卫。换言之，斯卫军以迎击BETA入侵作为作战起始态势，接敌时的敌我距离自然会比帝国军更近。」\p"
"2515","game_t02525","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「将来貴様たちが籍を置く日本帝国斯衛軍とは、\w作戦行動に於ける密集近接格闘戦の発生率１００％を前提とする、\w世界に類を見ない局地戦特化型の武装組織なのだ」\p","「你们将来要加入的日本帝国斯卫军，是一支以作战中密集近身格斗发生率百分之百为前提、世界上绝无仅有的局地战特化武装组织。」\p"
"2516","game_t02526","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「――ＣＰよりＤ－０１、\w主機の起動を許可する」\p","「——CP呼叫D-01，准许启动主发动机。」\p"
"2517","game_t02527","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――Ｄ－０１了解。主機起動します」\p","「——D-01收到。启动主发动机。」\p"
"2518","game_t02528","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「機体周囲の安全を確認――Ｄ－０１機体ステータス異常なし――」\p","「确认机体周边安全——D-01机体状态无异常——」\p"
"2519","game_t02529","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「Ｄ－０１、\w発進準備よし」\p","「D-01，出动准备完毕。」\p"
"2520","game_t02530","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「Ｄ－０１移動を許可する。演習開始座標に進出せよ」\p","「准许D-01移动。前往演习起始坐标。」\p"
"2521","game_t02531","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――Ｄ－０１了解！」\p","「——D-01收到！」\p"
"2522","game_t02532","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","――私はいま、\w父様の作と共にある。\p","——此刻，我正与父亲的作品并肩作战。\p"
"2523","game_t02533","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「物量を最大の武器とするＢＥＴＡとの密集近接戦ともなれば、\w当然補給もままならない。その際モノを言うのが直接打撃兵装を用いた機動近接格闘なのだ」\p","「一旦与以数量为最大武器的BETA展开密集近身战，补给自然难以为继。这时真正管用的，便是运用直接打击兵装实施机动近身格斗。」\p"
"2524","game_t02534","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","――今の私にとって、\wこれほど心強い味方はない。\p","——对现在的我来说，没有比它更可靠的伙伴。\p"
"2525","game_t02535","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2526","game_t02536","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","対戦相手は山城さん…\w…\w。\p","对手是山城……\p"
"2527","game_t02537","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","この組み合わせを叶えるため、\w私は必死で彼女の成績を追いかけて来た――\p","为了促成这场对决，我拼命追赶她的成绩，一路走到了今天——\p"
"2528","game_t02538","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","感じる…\w…\wあの鋭くて冷たい視線を――\p","我能感觉到……那道锐利冰冷的视线——\p"
"2529","game_t02539","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","今は顔を見ることもできない――でもわかる。\p","现在甚至看不到她的脸——但我知道。\p"
"2530","game_t02540","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","誰にも邪魔されない、\w互いの実力だけの決着――山城さんもそれを望んでいるって…\w…\w！\p","不受任何人打扰，只凭彼此实力一决胜负——山城也同样渴望这一刻……！\p"
"2531","game_t02541","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「――開始座標確認」\p","「——确认起始坐标。」\p"
"2532","game_t02542","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――紅、\w篁候補生、\w座標確認」\p","「——红方，篁候补生，坐标确认。」\p"
"2533","game_t02543","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","山城","「――白、\w山城候補生、\w座標確認」\p","「——白方，山城候补生，坐标确认。」\p"
"2534","game_t02544","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「――現座標を維持。号令を待て」\p","「——保持当前坐标，等待号令。」\p"
"2535","game_t02545","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――了解！」","「——明白！」"
"2536","game_t02546","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","山城","「――了解」\p","「——明白。」\p"
"2537","game_t02547","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","安芸","「――おかっちませ～～～唯依～～ッ！！」\p","「——祝君得胜～～唯依～～！！」\p"
"2538","game_t02548","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","和泉","「――頼んだわよ～～！！」\p","「——全靠你了～～！！」\p"
"2539","game_t02549","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","志摩子","「…\w…\w…\w…\w！」\p","「…\w…\w…\w…\w！」\p"
"2540","game_t02550","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","彼我距離５００――跳躍なら一瞬。でも、模擬戦では主脚移動と噴射地表面滑走しか許されていない。\p","敌我距离五百——跳跃只需一瞬。但模拟战只允许主脚移动和喷射地表滑行。\p"
"2541","game_t02551","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","間合い取りの勝負になる…\w…\w。\p","胜负就在于如何掌握间距……\p"
"2542","game_t02552","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","安芸","「ここで、\w勝たなきゃ、\wコン――え～、\w根性だしてけ～！！」\p","「这一场要是不赢，便利——呃，加把劲啊～！！」\p"
"2543","game_t02553","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","和泉","「唯依～～おかっちませ～～～ッ！！」\p","「唯依～～祝君得胜～～！！」\p"
"2544","game_t02554","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","志摩子","「唯依…\w…\wっ！」\p","「唯依……！」\p"
"2545","game_t02555","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","星取勘定は今、\wＤ小隊がやや劣勢。安芸が優勢勝ち、\w和泉と志摩子が時間切れ引き分け――\p","目前的胜场统计中，D小队稍处劣势。安艺靠优势判定获胜，和泉与志摩子则在时限结束后战平——\p"
"2546","game_t02556","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","Ｊ小隊は一本勝ちと優勢がそれぞれ１、\w引き分け１――\p","J小队则是一场拿下一分获胜、一场优势判定获胜，另有一场平局——\p"
"2547","game_t02557","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","私たちがそれに優るには、\w一本勝ちしかない。\p","我们要压过她们，就只有拿下一分取胜。\p"
"2548","game_t02558","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","勝ちを狙うのは当然――そして勝つなら一本を取りたい。私にとって小隊の星取はその結果なんだ。\p","争取胜利理所当然——而且既然要赢，我就想拿下一分。对我来说，小队的胜场只是随之而来的结果。\p"
"2549","game_t02559","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","免許皆伝にはまだ手が届いてないけど――私は篁示現流の門下生。\p","虽然离取得免许皆传还很远——但我终究是篁示现流门下。\p"
"2550","game_t02560","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","流派一門の名誉に懸けても、\wこれ以上みっともない真似は晒せない。\p","哪怕只是为了本门的名誉，我也不能再做出更加难看的表现。\p"
"2551","game_t02561","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","その上――父様が設計開発した７４式訓練用近接長刀。篁を継ぐ者がこれを手にしておきながら、\w他者に後れを取るなんて許されない。\p","更何况——我手中还有父亲设计开发的七四式训练用近战长刀。身为篁家继承人，握着这把刀却落于人后，绝不可原谅。\p"
"2552","game_t02562","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2553","game_t02563","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「もう同じ轍を踏むわけにはいかない…\w…\w」\p","「不能再重蹈覆辙……」\p"
"2554","game_t02564","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「――只今より評価演習を開始する。規定時間は８分。――双方、\w構え！」\p","「——现在开始考核演习。规定时间八分钟。——双方，摆好架势！」\p"
"2555","game_t02565","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","安芸","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2556","game_t02566","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","和泉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2557","game_t02567","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","志摩子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2558","game_t02568","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「――始めェッ！！」\p","「——开始！！」\p"
"2559","game_t02569","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2560","game_t02570","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","山城","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2561","game_t02571","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","真田教官","「ふん、\wなるほどな…\w…\w」\p","「哼，原来如此……」\p"
"2562","game_t02572","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2563","game_t02573","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","私たちの技能に際立った優劣はない――数値の上は。\p","我们的技能没有明显高下——至少数值上如此。\p"
"2564","game_t02574","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","だとすれば制限時間８分――切り結べるのは数大刀。無駄な手数は隙になる…\w…\w！\p","既然如此，八分钟的限制时间内——真正交锋不过数刀。任何多余的出手都会成为破绽……！\p"
"2565","game_t02575","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","それを向こうもわかってるんだ――\p","她也明白这一点——\p"
"2566","game_t02576","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"2567","game_t02577","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","生身なら、\w筋肉や筋、\w視線の微妙な動きから次の手を読むこともできる。\p","如果是肉身交手，还能从肌肉、筋腱和视线的细微变化中预判下一招。\p"
"2568","game_t02578","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","でも戦術機は勝手が違う――人とは違う独特の予備動作で読む。\p","但战术机完全不同——必须从它有别于人类的独特预备动作中判断。\p"
"2569","game_t02579","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","対人戦での衛士の優劣――それは機体の自律予備動作を如何に消しながら、\w無駄のない重心移動と挙動連鎖をできるか――\p","卫士相互对战时的高下——取决于能否尽量消除机体的自主预备动作，同时以毫无冗余的重心移动衔接一连串动作——\p"
"2570","game_t02580","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","そして戦術機の筋肉――電磁伸縮炭素帯の張力を、\w如何に連動させるかで決まる。\p","还取决于能否让战术机的肌肉——电磁伸缩碳带的张力彼此联动。\p"
"2571","game_t02581","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","私は篁示現流と装甲剣術を学ぶことで、\wフィードバックを研いてきた。\p","我通过修习篁示现流与装甲剑术，不断磨炼人机反馈能力。\p"
"2572","game_t02582","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","つまりこの演習の負けは衛士が生身の試合で負けるのと同じなんだ…\w…\w！\p","换言之，在这场训练中落败，就和卫士以肉身比试时落败没有区别……！\p"
"2573","game_t02583","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――！？」\p","「――！？」\p"
"2574","game_t02584","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――はああああああッ！！」\p","「——喝啊啊啊啊啊！！」\p"
"2575","game_t02585","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","――読まれたっ！？\p","——被看穿了！？\p"
"2576","game_t02586","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――なんて重さ…\w…\wッ！！」\p","「——好沉……！！」\p"
"2577","game_t02587","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","――電磁伸縮炭素帯使いがうまい…\w…\wッ！\p","——她太会运用电磁伸缩碳带了……！\p"
"2578","game_t02588","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――むッ！？」\p","「——唔！？」\p"
"2579","game_t02589","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","くっ…\w…\w予備動作を読ませない気だ…\w…\w！！\p","可恶……她是故意不让我看出预备动作……！！\p"
"2580","game_t02590","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","こういうところも抜け目ない…\w…\w！！\p","连这种细节都毫无破绽……！！\p"
"2581","game_t02591","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――くッ！？」\p","「——可恶！？」\p"
"2582","game_t02592","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","しまった――二の太刀が――ッ！\p","糟了——第二刀——！\p"
"2583","game_t02593","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","――こないっ！？　そうか――っ！！\p","——没有追来！？原来如此——！！\p"
"2584","game_t02594","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","今の攻めは一撃必殺狙いだったのか…\w…\w！\p","刚才那次进攻，是冲着一击必杀来的……！\p"
"2585","game_t02595","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","最初の踏み出しから強引に機体を水平軸で転じ、\w下からすくい上げるような噴射水平斬を繰り出した…\w…\w！\p","她从第一步踏出时就强行让机体沿水平轴旋转，施展了由下向上挑斩的喷射水平斩……！\p"
"2586","game_t02596","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","間違いなく、\w二撃目を考えない仕掛け――山城さんは勝負を決めにきたんだ…\w…\w！\p","毫无疑问，那是完全不考虑第二击的出手——山城一上来就想结束胜负……！\p"
"2587","game_t02597","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","こうも思い切りが良いなんて…\w…\w！！\p","出手竟然如此果断……！！\p"
"2588","game_t02598","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","またあの眼だ…\w…\w！\p","又是那双眼睛……！\p"
"2589","game_t02599","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","あの眼差しが…\w…\w私の心まで見透かそうとしている…\w…\w！\p","那道目光……仿佛连我的内心都要彻底看穿……！\p"
"2590","game_t02600","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――させるかあああああッ！！」\p","「——休想啊啊啊啊啊！！」\p"
"2591","game_t02601","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――ぬぅッッ！！」\p","「——唔！！」\p"
"2592","game_t02602","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","唯依","「――うううううう…\w…\wッ！！」\p","「——呜呜呜呜……！！」\p"
"2593","game_t02603","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","しまった――ペースを握られた…\w…\wッ！\p","糟了——节奏被她掌握了……！\p"
"2594","game_t02604","０２０：１９９７年_22：近接模擬戦闘　８月２８日.egpack","０２０：１９９７年_22：近接模擬戦闘　８月２８日","旁白","――反応が鈍いッ！　このままじゃ――ッ！！\p","——反应太慢！这样下去——！！\p"
