call_order,id,egpack,scene,speaker_jp,jp_text,cn_text,review_status,audit_flags
1407,game_t01406,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「遠くは無かったんじゃないのかい？」,「不是说不远吗？」,OK,
1408,game_t01407,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wッ」,「……唔」,OK,
1409,game_t01408,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\w隊長はこうやって直接問答をすることで、\wリリアに理解させようってハラなのか？,队长是想通过这样直接问答的方式，让莉莉娅理解吗？,OK,
1410,game_t01409,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,それなら確かに理解できるが…\w…\w。,那样的话确实能理解……,OK,
1411,game_t01410,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「リリアの心情は理解できるけどね、\wアタシらに可能性を基にした広域捜索の余裕が無い事は最初に伝えたつもりだよ」,「莉莉娅的心情我能理解，但一开始我就说过，我们没有余力根据可能性展开广域搜索」,OK,
1412,game_t01411,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w前回設置位置より更に前進した地点への設置、\w及び設置の際に任務を阻害しない範囲での捜索を願いたいんです」,「……希望能设置在比上次更靠前的地点，并且在设置时，在不阻碍任务的范围内搜索」,OK,
1413,game_t01412,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「繰り返しになるけどね、\wアンタと同じ海流に乗ったと仮定するのなら、\w前回設置した中継地点で拾えない可能性は低い。加えてあれから時間も経っている」,「重复一遍，如果假设你和我乘上了同一股海流，那么在前一次设置的中继点无法拾取的可能性很低。再加上从那以后已经过了一段时间」,OK,
1414,game_t01413,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ですが…\w…\wですが可能性はあります！　私自身、\wあのままでも数日は持ったはずですし、\wそれに…\w…\w」,「但是……但是有可能！我自己，即使那样也应该能撑几天，而且……」,OK,
1415,game_t01414,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1416,game_t01415,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,食い下がるな…\w…\w気持ちは分からなくはないが…\w…\w。,别纠缠了……你的心情我不是不明白……,OK,
1417,game_t01416,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w例え対象の死亡が確認できるだけだとしても、\w様々な情報の取得にもなるはずです」,「……即使只能确认死亡，也应该能获取各种信息。」,OK,
1418,game_t01417,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wって、\w言うに事欠いてそれか？　冗談じゃない…\w…\w生きているならまだしも、\w死んだ人間に割く余力はないはずだ…\w…\w。,说什么不好，偏要说这个？开什么玩笑……如果是活人还情有可原，但我不该有余力分给死人……,OK,
1419,game_t01418,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「…\w…\w…\w…\w」,「…………」,OK,
1420,game_t01419,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「全体の設置戦略に反して無いのであれば考慮していただきたいんです！　お願いします！　捜索を――」,「如果与整体的布设战略没有冲突，希望您能考虑一下！拜托了！搜索——」,OK,
1421,game_t01420,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wそれは俺たちの考えることじゃないだろう」,「……那不是我们该考虑的事情吧」,OK,
1422,game_t01421,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,クソ、\wこれ以上黙って聞いてるのは無理だ…\w…\w！,该死，我不能再沉默地听下去了……！,OK,
1423,game_t01422,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ウィル…\w…\w！」,「威尔……！」,OK,
1424,game_t01423,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「海兵隊には任務があり、\w俺たちはそれをこなす。違うか？」,「海军陆战队有任务，我们完成它。不是吗？」,OK,
1425,game_t01424,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1426,game_t01425,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「生きている人間からの救助要請があれば当然出るべきだ。万難を排してでもな。リリアを見つけた時もそうだった」,「如果有活着的人请求救助，当然应该出动。即使排除万难也要去。找到莉莉娅的时候也是这样。」,OK,
1427,game_t01426,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「…\w…\w…\w…\w」,「…………」,OK,
1428,game_t01427,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「推進剤の残量は怪しかったが、\w俺たちはおまえを助けることを躊躇わなかった…\w…\w」,「推进剂剩余量虽然可疑，但我们救你时没有犹豫……」,OK,
1429,game_t01428,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「でもな、\wそれは生きた人間が救助を待ってる、\wそう判断する強い根拠があったからだ！」,「但是，那是因为有强有力的依据表明，那里有活着的人在等待救援！」,OK,
1430,game_t01429,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w生きていようが死んでいようが、\w相手は人間なのよ！　その根拠を得る努力をすべき、\wって言ってるの！」,「……不管是活着还是死了，对方都是人类啊！我是说应该努力去获得那个依据！」,OK,
1431,game_t01430,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w捜索活動は俺たちの本来の任務じゃない。あくまで空いた手を海軍に貸してるだけだ」,「……搜索活动不是我们原本的任务。只是空闲时帮海军一把而已。」,OK,
1432,game_t01431,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wッ！」,「……唔！」,OK,
1433,game_t01432,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「大体、\wリリアが言ってるのは希望的観測でしか無い当て勘だぞ？」,「大体，莉莉娅说的也不过是一厢情愿的瞎猜吧？」,OK,
1434,game_t01433,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「そこに『今生きてる奴』のリソースを\n使うべきじゃない！」,「不应该把‘现在活着的人’的资源用在那里！」,OK,
1435,game_t01434,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,生き延びる、\wということ自体が任務になるこの状況なんだ。リリアはまだ認識が甘いんじゃないのか…\w…\w？,在这种状况下，活下去这件事本身就成了任务。莉莉娅是不是还太天真了……？,OK,
1436,game_t01435,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wそれこそ、\wそれは上層部が決めることでしょ？　私やあなたが判断することじゃないわ」,「……那正是上面该决定的事吧？不是我和你该判断的。」,OK,
1437,game_t01436,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wそうだな、\wおまえの考えることぐらい、\w上層部はとっくの昔に検討してるだろうさ」,「……是啊，你想的那些事，上面早就考虑过了吧。」,OK,
1438,game_t01437,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「だったらそもそも私たちの出番は――」,「那这样的话，本来就没有我们出场的份儿——」,OK,
1439,game_t01438,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「貴様らッ！」,「你们这些家伙！」,OK,
1440,game_t01439,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1441,game_t01440,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1442,game_t01441,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wやっちまった。,搞砸了。,OK,
1443,game_t01442,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wいやダリル隊長のことだ、\w最初から一回こうして吐き出させてから止めようとしてたのかもしれない。,不，是说达里尔队长，也许从一开始就想先让她这样吐出来再阻止。,OK,
1444,game_t01443,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「上官の前で仲良くお喋りとは…\w…\w随分素敵な海兵隊員どもだな、\wああ？」,「在上官面前亲密交谈……真是出色的海军陆战队员啊，嗯？」,OK,
1445,game_t01444,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「前戯はパンツを脱いでおウチでやんな。貴重な強化装備を汚すな豚どもめ」,「前戏就等脱了裤子回家再做。别弄脏宝贵的强化装备，你们这群猪猡。」,OK,
1446,game_t01445,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル・リリア,「――は！」,「——是！」,OK,
1447,game_t01446,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「貴様らは運がいい。今日はちょうど飛行甲板が開放されている」,「你们运气不错。今天正好飞行甲板开放。」,OK,
1448,game_t01447,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル・リリア,「…\w…\w…\w…\w」,「…………」,OK,
1449,game_t01448,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「いい天気だ…\w…\w気温も最高だな」,「好天气……气温也最棒了」,OK,
1450,game_t01449,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル・リリア,「…\w…\w…\w…\w」,「…………」,OK,
1451,game_t01450,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「全長往復２０本、\w腕立て２００だ。少しは舌の根も乾くだろうよ」,「全长往返20趟，俯卧撑200个。这下舌头根也该干了吧。」,OK,
1452,game_t01451,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル・リリア,「――は！」,「――哈！」,OK,
1453,game_t01452,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「その間、\wこの件はアタシが預かろう」,「这段时间，这件事就由我来保管吧。」,OK,
1454,game_t01453,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wッ！　それは…\w…\w！」,「……！那是……！」,CHECK,cn_from_payload_alt_nonenglish_slot
1455,game_t01454,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w隊長、\wまさか…\w…\w！」,「……队长，难道……！」,OK,
1456,game_t01455,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「なまった身体にはちょうどいいだろう。明日の任務に影響出すんじゃないよ？」,「对生锈的身体来说正好合适。别影响明天的任务哦？」,OK,
1457,game_t01456,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「――は！」,「――哈！」,OK,
1458,game_t01457,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1459,game_t01458,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,なんでだよ…\w…\wこんな話、\w検討に値する代物じゃないだろう…\w…\w！,为什么啊……这种话题，根本不值得讨论吧……！,OK,
1460,game_t01459,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,分からない…\w…\wリリアもだが、\w隊長もだ…\w…\w。,不知道……莉莉娅也是，队长也是……,OK,
1461,game_t01460,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「ウィル坊、\wウォームアップじゃ足りないって面かい？」,「威尔 Boy，热身还不够吗？」,OK,
1462,game_t01461,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「い、\wいえ！　ご配慮、\wありがたく頂戴いたします！」,「不、不！感谢您的关心，我感激不尽！」,OK,
1463,game_t01462,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ダリル,「…\w…\wよろしい。では解散！　ダイエットには絶好の日だよ！」,「……好的。那么解散！是减肥的好日子哦！」,OK,
1464,game_t01463,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル・リリア,「――は！」,「――哈！」,OK,
1465,game_t01464,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,一体どうなってやがるんだ…\w…\w。,到底是怎么搞的……,OK,
1466,game_t01465,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,つくづくやっちまったな…\w…\w。,真是搞砸了……,OK,
1467,game_t01466,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,確かに、\wつい言い過ぎた面はある。…\w…\wでも、\w基本的には間違っちゃいないはずだ。,确实，有说得过分的地方。……不过，基本上应该没错。,OK,
1468,game_t01467,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wったく、\wさっさと着替えて行くか」,「……真是的，赶紧换衣服走吧」,OK,
1469,game_t01468,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1470,game_t01469,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,俺たちだって何も考えずに日々を過ごしてるわけじゃない。,我们也不是什么都不想就过日子的。,OK,
1471,game_t01470,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ただ、\w万事には優先度って物があるだけだ。…\w…\wその最上位には今生きてる奴が来る。,只是，万事都有优先级这回事。……其最优先的是现在活着的人。,OK,
1472,game_t01471,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「遅くなると倍キツくなるしな。上はホットプレートもいいとこだ」,「迟了会加倍难受。上面那层简直像铁板一样烫。」,OK,
1473,game_t01472,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1474,game_t01473,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,漂着しているかもしれない、\w死んでいるだろう人間のために？,也许是为了那些漂流过来的、已经死了的人？,OK,
1475,game_t01474,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\w馬鹿馬鹿しい。,太荒唐了。,OK,
1476,game_t01475,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,大体、\w死んだ人間を補正数値の誤差としか見なかったクセに…\w…\w。,大体上，明明只把死人看作修正数值的误差……,OK,
1477,game_t01476,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,隊長は、\wなんでこんな可能性に過ぎない話を『預かる』なんていうんだ？,队长，为什么要把这种可能性的话‘收下’呢？,OK,
1478,game_t01477,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,そうやって時間を置くことでリリアが納得する…\w…\wという読みだろうか。,这样隔一段时间，莉莉娅就会接受……大概是这么想的吧。,OK,
1479,game_t01478,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,こいつが見せている強情さから考えれば、\w納得する可能性は低いと思うんだがな…\w…\w。,从她表现出的固执来看，我觉得她接受的可能性很低……,OK,
1480,game_t01479,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wウィル、\wちょっと待って」,「……威尔，等一下」,OK,
1481,game_t01480,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wおいおい、\wここで第２ラウンドか？　勘弁してくれよ。,喂喂，这里还要来第二轮吗？饶了我吧。,OK,
1482,game_t01481,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w蒸し返すんならやめようぜ？　さっきは俺も言い過ぎたよ」,「……要是还想翻旧账，就算了吧？刚才我也说过头了。」,OK,
1483,game_t01482,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wそうじゃないの。共通認識のために必要なことを聞きたいの」,「……不是那样的。我想问的是为了达成共识需要做的事情。」,OK,
1484,game_t01483,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「共通認識？　どういうことだ？」,「共同认识？怎么回事？」,OK,
1485,game_t01484,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wちょっと、\wこっち来て」,「……喂，过来一下」,OK,
1486,game_t01485,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ちょっ…\w…\w一体今度は何だ？,等等……这次又是什么？,OK,
1487,game_t01486,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「何だよ、\wこんなところで」,「什么啊，在这种地方」,OK,
1488,game_t01487,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,リリアも一応人影を気にしてるみたいだが…\w…\w。,莉莉娅似乎也在意人影……,OK,
1489,game_t01488,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「『警護任務』」,「警护任务」,OK,
1490,game_t01489,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wあ？」,「……啊？」,OK,
1491,game_t01490,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ダリル隊長が言ってたわよね、\wこの艦の海兵隊は元々分遣隊で、\w別任務についてたって」,「达里尔队长说过吧，这艘舰的海军陆战队原本是分遣队，在执行别的任务。」,OK,
1492,game_t01491,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,なんだ…\w…\w？　何でこのタイミングでその話を持ち出すんだ？,什么……？为什么在这个时机提起那件事？,OK,
1493,game_t01492,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wそうだ。付け加えると過去形じゃない。任務は継続中だが仕事が無い、\wそれだけさ」,「……是的。补充一下，不是过去式。任务还在继续，只是没有工作，仅此而已。」,OK,
1494,game_t01493,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「一体その任務って何？」,「那任务到底是什么？」,OK,
1495,game_t01494,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1496,game_t01495,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「想像は出来るわよ。海兵隊がこの状況下、\w陸戦付きで母艦に乗り込む――」,「想象是能想象的。海军陆战队在这种情况下，带着陆战装备登上母舰——」,OK,
1497,game_t01496,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1498,game_t01497,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「輸送任務、\wよね」,「运输任务，对吧」,OK,
1499,game_t01498,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1500,game_t01499,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「どうあっても日本帝国から持ち出したかったモノか、\wデータか…\w…\w」,「无论如何都想从日本帝国带走的东西，或是数据……」,OK,
1501,game_t01500,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wその辺にしとけよ」,「……差不多得了」,OK,
1502,game_t01501,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「それが捜索任務よりもどれだけ重要っていうわけ？」,「那比搜索任务重要多少呢？」,OK,
1503,game_t01502,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wリリア」,「……莉莉娅」,OK,
1504,game_t01503,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wなるほどな、\wそこで繋がってくるわけか。でもな…\w…\w,原来如此，是这样联系起来的啊。不过……,OK,
1505,game_t01504,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ＢＥＴＡはいない、\w何処かに行けるわけでもない、\wこの状況下で捜索と救助以外にどんな任務があるっていうわけ！？」,「没有BETA，又没法去别的地方，在这种状况下除了搜索和救助还有什么任务！？」,OK,
1506,game_t01505,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「――リリア・シェルベリ少尉！」,「――莉莉娅·谢尔贝里少尉！」,OK,
1507,game_t01506,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wッ！」,「……唔！」,OK,
1508,game_t01507,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」,「都是海军陆战队员吧？既然不说话就自己领会啊！不能说啊！」,OK,
1509,game_t01508,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」,「为什么啊！？正因为是海军陆战队同僚，才被分到同一个队的吧！？」,OK,
1510,game_t01509,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」,「听好了……如果接下来我说的话实在难以置信，就去问队长」,OK,
1511,game_t01510,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,クソッ…\w…\wこれはこれでさっきとは話が別だ。,该死……这跟刚才的情况不一样。,OK,
1512,game_t01511,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。,莉莉娅刚才的提议虽然让人火大……但话说回来，这件事和她的那种提议没有任何关系。,OK,
1513,game_t01512,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。,按理说在这种时机说话……我不想让关系变得复杂。,OK,
1514,game_t01513,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」,「但是啊，大概队长也只能给我同样的回答。我不想因为这种事破坏队伍的团结」,OK,
1515,game_t01514,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,でもこの状況だ…\w…\w話さざるを得ない…\w…\w。,但是这种情况下……我不得不说……,OK,
1516,game_t01515,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「せめて…\w…\w俺とおまえの間に留めてくれ」,「至少……让它留在你我之间」,OK,
1517,game_t01516,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。,真是的，净给我添麻烦……,OK,
1518,game_t01517,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w分かったから言いなさいよ」,「……知道了，你说吧。」,OK,
1519,game_t01518,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\w正直、\w気が重い。淡々と説明するか。,说实话，心情沉重。还是平淡地说明吧。,OK,
1520,game_t01519,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」,「少尉是作为海军搜索任务协作的一环被编入队伍的。原本的命令是否涉及少尉，这一点尚未确认」,OK,
1521,game_t01520,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wどういう意味よ」,「……什么意思啊」,OK,
1522,game_t01521,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」,「……我们无法确认少尉的安全许可。队长大概也不行，舰长也是。」,OK,
1523,game_t01522,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w！」,「…………！」,OK,
1524,game_t01523,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,機密開示証明。,安全许可,OK,
1525,game_t01524,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。,美军，不，是美国政府整体规定的机密信息访问资格。,OK,
1526,game_t01525,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,これが確認できない限り、\w今回の『警護任務』の話をすることはできない。,只要无法确认这一点，就不能谈论这次的‘警卫任务’。,OK,
1527,game_t01526,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\w本来、\w海兵隊の衛士って時点で一定レベルの資格はクリアしてるんだが、\wリリアの場合――,本来，海军陆战队的卫士在这一点上就已经达到了一定水平的资格，但莉莉娅的情况——,OK,
1528,game_t01527,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「この状況じゃ本国の兵員データベースにアクセスできない、\w強化装備にその手の情報は入ってない。そして…\w…\w」,「这种情况下无法访问本国的兵员数据库，强化装备里没有这类信息。而且……」,OK,
1529,game_t01528,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1530,game_t01529,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「少尉は、\w仮国籍保有者の可能性が、\wある…\w…\w」,「少尉有可能是临时国籍持有者……」,OK,
1531,game_t01530,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,例外は、\w国籍取得予定者の資格で海兵隊衛士になってる奴だ。…\w…\wリリアのように。,例外是，以预定入籍者的资格成为海军陆战队卫士的家伙。……像莉莉娅那样。,OK,
1532,game_t01531,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w気づいてたのね」,「……你注意到了啊」,OK,
1533,game_t01532,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「勘違いするなよ。俺自身はどうこう思っちゃいないし、\w本来隠すことですらない。正純米国主義なんて興味も無い」,「别误会了。我自己并不怎么在意，而且本来也不是需要隐瞒的事。我对纯正美国主义也没兴趣」,OK,
1534,game_t01533,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wあら。ありがとう、\wって言うべきかしら」,「……哎呀。我是不是该说声谢谢呢」,OK,
1535,game_t01534,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wやめてくれよ、\wそれを言ったらメルだって難民２世だ」,「……饶了我吧，那样说的话，梅尔也是难民二代啊」,OK,
1536,game_t01535,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wこれだから、\wこの話をするのは嫌だったんだ。,就是因为这样，我才不想说这件事的。,OK,
1537,game_t01536,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,俺の側にその気がなくても、\w相手がリリアみたいな難民の出で、\w俺が代々の米国市民ってだけで、\w全ての台詞が上から目線の嫌味になっちまう。,就算我没那个意思，对方是像莉莉娅那样的难民出身，而我是世代美国市民，光是这一点，所有台词都会变成居高临下的挖苦。,OK,
1538,game_t01537,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1539,game_t01538,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「俺は海兵隊員で、\wリリアも海兵隊員。我ら海兵隊、\wそれ以外の何者でもない」,「我是海军陆战队员，莉莉娅也是海军陆战队员。我等海军陆战队，除此之外什么也不是」,OK,
1540,game_t01539,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,頼む…\w…\w海兵隊員なら、\wこの論法で収まるはずだ…\w…\w。,拜托……如果是海军陆战队员的话，应该能接受这个逻辑……,OK,
1541,game_t01540,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,それに、\wこれは俺の心底本当の気持ちでもある…\w…\w。,而且，这也是我发自内心的真实想法……,OK,
1542,game_t01541,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wごめんなさい、\wそこは素直に謝るわ」,「……对不起，那点我老实道歉。」,OK,
1543,game_t01542,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w助かる」,「……得救了」,OK,
1544,game_t01543,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ふう…\w…\w。,呼……,OK,
1545,game_t01544,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,しかし…\w…\w何でこんな事になっちまったんだ…\w…\w？,但是……为什么会变成这样……？,OK,
1546,game_t01545,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
1547,game_t01546,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,せっかくいい仲間が入ってきたと思ってたのに…\w…\w。,好不容易以为来了好伙伴……,OK,
