"call_order","id","egpack","scene","speaker_jp","jp_text","cn_text"
"4223","game_t04222","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","大気が希薄すぎて航空機も使用できないとなれば、\wそれらの大規模搬送を可能とするのは鉄道しかない。","大气太稀薄，飞机也无法使用，要大规模运输只能靠铁路。"
"4224","game_t04223","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","それに、\w確かに言われてみて思い出したが、\wカリフォルニアと言えば米軍基地の他にも、\w様々な集積施設が存在していたはずだ。","而且，这么说我想起来了，加州除了美军基地，还有各种集散设施。"
"4225","game_t04224","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","それらの施設を回収できれば、\w生産力の大幅向上が見込まれる。","如果能回收那些设施，预计生产力将大幅提升。"
"4226","game_t04225","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","これは明るいニュースだぞ…\w…\w！","这可是个好消息……！"
"4227","game_t04226","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「今回のシミュレーターだがな、\w実はこれは帝国に対する、\w米軍からの報酬の一部だ」","「这次的模拟器，其实是美军给帝国的部分报酬。」"
"4228","game_t04227","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「報酬ですか？」","「报酬吗？」"
"4229","game_t04228","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「鉄道の運用は帝国の得意とするところだ、\w線路網から車両改造に至るまで、\w帝国の技術者や民間人が数多く参加し貢献している」","「铁路运营是帝国的拿手好戏，从铁路网到车辆改造，许多帝国工程师和民间人士都参与并做出了贡献。」"
"4230","game_t04229","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「線路の修復、\w燃料節約のための送電線敷設、\w燃料電池車の極低気圧向け改造等…\w…\w。帝国技術者の果たした役割は大きい」","「修复铁轨、铺设输电线以节省燃料、将燃料电池车改装成适应极低气压环境……帝国工程师发挥了重要作用。」"
"4231","game_t04230","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","なるほど…\w…\w。","原来如此……。"
"4232","game_t04231","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「今の人類に残された技術を総動員してるんですね…\w…\w」","「这是在动用现今人类所剩的全部技术啊……」"
"4233","game_t04232","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wここより南といえば、\w内陸にはネバダ州がありましたよね？　あそこにも軍関連施設は多いと思いますが、\wそれらの回収は見込まれているのですか？」","「……说到比这里更南的地方，内陆有内华达州吧？那里也有很多军用设施吧，预计会去回收吗？」"
"4234","game_t04233","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","エレン…\w…\w。","艾伦……。"
"4235","game_t04234","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「いや。内陸部は減圧の影響が更に大きい。更に言えばネバダは元々高原だったからな。それこそ宇宙服でも着装しなければ無理だな」","「不。内陆地区减压影响更大。而且内华达原本就是高原，必须穿宇航服才行。」"
"4236","game_t04235","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「そうでしたか…\w…\w」","「这样啊……」"
"4237","game_t04236","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「やはりカリフォルニアでも酸素マスクは必携ですか？」","「果然在加州也必须佩戴氧气面罩吗？」"
"4238","game_t04237","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「そのとおりだ。適応訓練を受けた人間でもない限り、\w酸素マスクを付けていても長時間の活動は難しい」","「没错。除非接受过适应性训练，否则即使戴着氧气面罩也很难长时间活动。」"
"4239","game_t04238","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「簡単にはいかないものですね…\w…\w」","「真是不容易啊……」"
"4240","game_t04239","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「そのとおりだ。だが困難ではあるが、\wその価値はある。…\w…\wともあれ、\wよろしく頼む」","「没错。虽然困难，但值得一试。……总之拜托了。」"
"4241","game_t04240","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「は――！」","「是——！」"
"4242","game_t04241","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「くれぐれも揉め事を起こすな。何を言われても耐えろ」","「千万别惹事。不管别人说什么都要忍着。」"
"4243","game_t04242","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「は、\wはぁ…\w…\w」","「是、是……」"
"4244","game_t04243","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「釈然としないようだな…\w…\w。だが行けばわかる。これもひとつの経験だ」","「看来你还不明白……不过去了就知道了。这也是种经验。」"
"4245","game_t04244","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「大丈夫です。私たちがついてますから～」","「没关系。有我们在呢～」"
"4246","game_t04245","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wそうか。すまんな」","「……是吗。抱歉。」"
"4247","game_t04246","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「えへへ～。慣れっこで～す」","「欸嘿嘿～习惯了。」"
"4248","game_t04247","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「龍浪、\w命令書と米軍基地進入許可証だ。以降の詳細に関しては、輸送隊の関少尉と打ち合わせろ。――では任せた」","「龙浪，这是命令书和美军基地进入许可证。之后的详细情况，和运输队的关少尉商议。――那就交给你了。」"
"4249","game_t04248","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「了解！」","「了解！」"
"4250","game_t04249","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「うわぁ～大きいですね～！」","「哇～好大啊～！」"
"4251","game_t04250","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「帝国軍第１戦術機甲大隊、\w龍浪中尉だ。物資受領のために参上した。これが許可証だ。ヨロシク！」","「帝国军第1战术机甲大队，龙浪中尉。前来接收物资。这是许可证。请多关照！」"
"4252","game_t04251","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「了解――。とっとと行ってください。こっちは忙しいんですよ」","「了解——。快走吧。我们这边很忙。」"
"4253","game_t04252","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「ん？　どこ行きゃいいんだよ？」","「嗯？该往哪儿走？」"
"4254","game_t04253","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w指示ぐらい受けてから来てくださいよ。日帝じゃ命令書ってモンがないんすか？」","「……至少也得接受指示再来吧。日帝难道没有命令书这东西吗？」"
"4255","game_t04254","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「許可証にも書いてありますでしょ。Ｎ２７倉庫。さっさと車動かしてくださいね、\w邪魔なんで」","「许可证上也写着吧。N27仓库。快挪车，挡路了。」"
"4256","game_t04255","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「悪かったな」","「是我不好。」"
"4257","game_t04256","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\wなんだよ、\wノリが悪いな。","什么啊，真没劲。"
"4258","game_t04257","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4259","game_t04258","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「い、\wいい天気ですね～。早めに任務が終わったら、\wどっかで少し休憩していきませんか？」","「今、今天天气真好～！要是任务能早点结束，我们找个地方休息一下怎么样？」"
"4260","game_t04259","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wま、\w早めに終わったら、\wな」","「……嗯，要是能早点结束的话。」"
"4261","game_t04260","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「わ～い！　楽しみで～す！」","「哇～！好期待～！」"
"4262","game_t04261","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4263","game_t04262","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「帝国軍第１戦術機甲大隊、\w龍浪中尉だ。物資受領のために参上した」","「我是帝国军第1战术机甲大队的龙浪中尉。前来领取物资。」"
"4264","game_t04263","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「引き渡し証の提示を――」","「请出示交接单——」"
"4265","game_t04264","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「これだ。確認願う」","「这个。请确认。」"
"4266","game_t04265","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「オーケー、\wトレーラーをあちらへ。積み込みを開始します。引渡し書のここにサインを。積み込みが完了したら内容確認の上こちらにもサインを」","「OK，把拖车开到那边去。开始装货。在这份交接单上签字。装货完成后确认内容，再在这边签字。」"
"4267","game_t04266","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「了解。ありがとさん」","「明白。多谢。」"
"4268","game_t04267","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4269","game_t04268","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","返事も寄越さない…\w…\w。","连个回应都没有……。"
"4270","game_t04269","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「くれぐれも揉め事を起こすな。何を言われても耐えろ」","「务必不要惹事。不管别人说什么，都要忍着。」"
"4271","game_t04270","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","なるほどね…\w…\w。","原来如此……。"
"4272","game_t04271","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「システムはリセット済みなので帝国側で再設定を。ガイダンスチップは別途お渡しします」","「系统已经重置，请帝国方面重新设置。引导芯片会另外交给你们。」"
"4273","game_t04272","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「了解した。――うし、\w全員作業に入ってくれ。関少尉――仕切りは頼む」","「明白了。——好了，全体开始作业。关少尉——交给你负责了。」"
"4274","game_t04273","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「了解！」","「明白！」"
"4275","game_t04274","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","しばらくは輸送部隊の作業待ちか…\w…\w。","得等运输部队的作业完事一阵子啊……。"
"4276","game_t04275","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\wしかし、\wこの態度は何なんだ？　東海岸の海軍は、\wもっと愛想が良かったぜ？","不过，这态度算什么啊？东海岸的海军明明友好多了？"
"4277","game_t04276","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","何で、\wここまで冷たくされなきゃなんねーんだ？　一応、\w同盟組んで、\w戦争やってる仲じゃねぇか…\w…\w。","凭什么要被这样冷落？好歹也是同盟，一起打仗的战友吧……。"
"4278","game_t04277","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","――なんだぁ？　あの貧乏くせえトレーラーは？　なんであんな場所に停まってんだ、\w邪魔くせぇ！","什么啊？那辆寒酸拖车？干嘛停那儿，碍事死了！"
"4279","game_t04278","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","ん…\w…\w？","嗯……？"
"4280","game_t04279","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","――ヘイ、\wマイク！　俺達の制式装備になんてこと言いやがる","喂，迈克！你居然敢这么说我们的制式装备？"
"4281","game_t04280","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","何だあいつら、\w馬鹿声で叫びやがって。聞こえよがしに言うにも限度があんだろ。","那帮家伙鬼叫什么，那么大嗓门。故意让人听见也得有个限度。"
"4282","game_t04281","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「おっと失礼中尉、\w元々俺達の、\wでした。しかしわざわざ貸してやっても、\wジャップの手にかかるとこの有様かよ」","「啊，失礼了中尉，我说的是我们原来的装备。不过就算特意借给你们，一到小日本手里就变成这副德性啊。」"
"4283","game_t04282","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4284","game_t04283","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","きたな…\w…\w。やっぱり、\w明らかに『東海岸』とは態度が違う。","来了……。果然，跟『东海岸』态度明显不一样。"
"4285","game_t04284","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4286","game_t04285","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\w無視だ無視。","无视，无视。"
"4287","game_t04286","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4288","game_t04287","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「おいマイク、\wあれを見ろ…\w…\w」","「喂迈克，你看那个……」"
"4289","game_t04288","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wなんだ？　ウィングマーク？　何の冗談だ？　日帝じゃ、\wガキまで戦場に駆り出してるのかよ？」","「……什么玩意？卫士徽章？开什么玩笑？日本帝国连小孩子都赶上战场了？」"
"4290","game_t04289","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「冗談だろ？　…\w…\wいくつだ、\wあいつ？　おいおまえ、\wまさかプライマリースクールの生徒じゃないよな？」","「开玩笑吧？……那家伙几岁？喂，你小子，该不会是小学学生吧？」"
"4291","game_t04290","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","ぐ…\w…\w。","呃……。"
"4292","game_t04291","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wち、\w違います！」","「……不、不是！」"
"4293","game_t04292","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「まったく…\w…\w。物乞いだけに飽きたらず、\wガキまで戦場送りかよ。最低の国だな」","「真是的……。光会乞讨还不够，连小孩都送上战场。最差劲的国家。」"
"4294","game_t04293","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「クソ…\w…\w！　こんな奴らに貴重なシミュレーターをくれてやるのかよ――！」","「可恶……！居然要把宝贵的模拟器给这种家伙——！」"
"4295","game_t04294","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","けっ！　付き合ってられっか…\w…\w。","切！才懒得搭理你……。"
"4296","game_t04295","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","誰がテメェらの代わりに戦場出てやってると思ってんだよ…\w…\w。","你以为是替谁上战场的啊……。"
"4297","game_t04296","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「おい、\wそこの子供中尉さんよ。何とか言ったらどうだ？　テメーらにはもったいねぇものをくれてやるんだぞ」","「喂，那边的小鬼中尉。说句话怎么样？给你们这些家伙这么好的东西，别不知好歹。」"
"4298","game_t04297","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","――！","！"
"4299","game_t04298","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「ジャップはお船に乗って大砲だけ撃ってりゃいいんだよ！　そうすりゃ、\wシミュレーターなんかいらねぇだろ」","「日本佬就乖乖坐船上打炮就好了！那样的话，也用不着什么模拟器了吧！」"
"4300","game_t04299","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","この野郎…\w…\w。","你这混蛋……。"
"4301","game_t04300","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4302","game_t04301","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\wわかったよ。落ち着きゃいいんだろ、\w落ち着きゃ…\w…\w。","我知道了。冷静下来就行了吧，冷静下来……。"
"4303","game_t04302","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\wでも、\wひと言ぐらいいいだろ。","不过，至少让我说一句吧。"
"4304","game_t04303","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「あー…\w…\w。悪いね、\wこっちは常に先陣を務めなくてはいけないんでな。シミュレーターは活用させてもらうよ」","「啊——……。真抱歉啊，我们这边可是得经常冲在最前面呢。模拟器我们就好好利用了。」"
"4305","game_t04304","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「――！」","「——！」"
"4306","game_t04305","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","さりげない嫌味だ――ふっふっふ、\w脳味噌筋肉な米国軍人にはわかるまい。これくらいで勘弁してやる。","这是不经意的嘲讽——呼呼呼，那些脑子里全是肌肉的美国兵不会明白的。这样就算放过他们。"
"4307","game_t04306","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wテメェ！　俺たちが卑怯者だって言いてぇのかよ――！」","「……你丫的！你是想说我们是胆小鬼吗——！」"
"4308","game_t04307","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「舐めてんじゃねぇぞ…\w…\w」","「别小看人啊……」"
"4309","game_t04308","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","うむ、\wバレバレだったか。","嗯，被看穿了么。"
"4310","game_t04309","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","まあいい、\w勝手に怒ってろ。おまえら口だけなんだよ、\w文句があるなら先陣きってみろや…\w…\w。","算了，随便你们生气。你们这群人就会动嘴，有本事就自己冲在前面啊……。"
"4311","game_t04310","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","そうすりゃ、\w鈴原だって…\w…\w。","那样的话，铃原也……。"
"4312","game_t04311","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4313","game_t04312","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「あぁ？　なんだ、\wその態度は！　えぇ、\w中尉さんよ？」","「啊？你这是什么态度！嗯？中尉先生？」"
"4314","game_t04313","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「客だっていうから優しくしてやれば、\w付け上がり\nやがって…\w…\wテメェらなんざ、\w必要ねぇんだよ！　\nわかってんのか？」","「把你们当客人才对你们客气，你们就得寸进尺……我们才不需要你们这种家伙！明白吗？」"
"4315","game_t04314","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","必要ない…\w…\wだと？","不需要……你说什么？"
"4316","game_t04315","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","てめぇは今、\w死んでいった俺達の仲間を、\w犬死にだと一蹴しやがったのか…\w…\w？","你刚才，是把我们死去的同伴，当成白白送死给否定了吗……？"
"4317","game_t04316","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「おい――」","「喂——」"
"4318","game_t04317","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「――あら、\wどうかしら～？」","「——哎呀，是这样吗～？」"
"4319","game_t04318","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","――エレン！？","艾伦！？"
"4320","game_t04319","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「必要ないとは言うけれど、\w帝国が常に先陣を務めてるのは真実でしょ～？」","「虽说不需要，但帝国常冲在最前面也是事实吧～？」"
"4321","game_t04320","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","――――！","！"
"4322","game_t04321","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「なんだと…\w…\w」","「什么……」"
"4323","game_t04322","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「割り込んでくるんじゃねぇよ！　大体なんで白人が猿の群れに混じってんだよ！　ヨーロッパの物乞いなら、\wおとなしく米軍に入っとけ」","「别插嘴！再说你一个白人混在猴子堆里算怎么回事？要是欧洲的乞丐就乖乖滚进美军里呆着去」"
"4324","game_t04323","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\wいやいや、\w案外虐められて逃げ出したんじゃねぇのか？」","「……不不，该不会是被人欺负了才逃出来的吧？」"
"4325","game_t04324","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「可愛がられ過ぎの間違いだろ？　毎晩毎晩とっかえひっかえしてりゃ、\wさすがにアソコも擦り切れるってかぁ？　随分と稼いだんじゃねぇのか、\wこの雌犬め」","「是被人干得太狠了吧？每晚轮着换人，那地方也该磨破了吧？赚了不少嘛，这条母狗」"
"4326","game_t04325","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「こ――」","「你——」"
"4327","game_t04326","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「そうねぇ…\w…\wだったらまだ良かったんだけど…\w…\w残念ながらアメリカさんのはどれもこれもお粗末で」","「是嘛……那样倒还好了……可惜美国佬那玩意儿都太寒碜了」"
"4328","game_t04327","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","エレン…\w…\w！？","艾伦……！？"
"4329","game_t04328","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「おもしれーじゃねぇか…\w…\w。白人のくせに猿にケツ振ってんのか？　この淫売が」","「挺有意思啊……你个白人居然给猴子摇屁股？你这婊子」"
"4330","game_t04329","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\w…\w…\wこの野郎。","这个混蛋。"
"4331","game_t04330","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「あら？　妬いてるの？　だったらご自慢の逸物をここでご披露くださる？　大きさ次第じゃ考えてあげてもいいわよ～？　牛舎で童貞を捨てましたって顔した少尉さん」","「哦？嫉妒了？那把你这根宝贝亮出来看看啊？要是够大的话我也不是不能考虑哦～？少尉先生一脸像是在牛棚里破处似的」"
"4332","game_t04331","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「貴様――ッ！　ぶっ殺すぞ！」","「你这——！老子宰了你！」"
"4333","game_t04332","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「おい待て待て、精液の飲み過ぎで頭がおかしくなった奴の話を真に受けるな」","「喂喂别当真，精液喝多了脑子坏掉的家伙的话你也信？」"
"4334","game_t04333","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","…\w…\w…\w…\wおまえら。","你们这帮家伙。"
"4335","game_t04334","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「アタシの頭がおかしい？　あははっ、\wそうね～！　でも、\w自分の母親にオナニーのやり方を教わった中尉さんよりはマシじゃないかしら？」","「我脑子坏了？啊哈哈，是呢～！不过比起被老妈教怎么打手枪的中尉先生还是要好点吧？」"
"4336","game_t04335","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","――どいつもこいつもいい加減にしろっ！！","适可而止吧你们！！"
"4337","game_t04336","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「エレン・エイス少尉――ッ！！！」","「艾伦·艾斯少尉————！！！」"
"4338","game_t04337","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「…\w…\w…\w…\w」","「……」"
"4339","game_t04338","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「口を慎めッ！　所属も分からない馬の骨と勝手に交信する許可は出していないぞ！」","「给我管好你的嘴！我还没允许你跟来路不明的无名小卒随便通话！」"
"4340","game_t04339","070_承_2005_10_11 物資受取・雫・エレン01.egpack","070_承_2005_10_11 物資受取・雫・エレン01","","「なんだと…\w…\wッ！」","「你说什么……！」"
