stable_id,rio_file,block_offset,payload_offset,text_offset,writer_mode,delimiter,source_field_sha256,source_identity_sha256,translation_text,runtime_text,inline_controls,allow_control_change,control_delta_reason,runtime_binding,native_capacity_units,replacement_units,padding_codepoint,padding_units,translation_source
pm:static:photonmelodies11.rio.004:0860955960:00003101,photonmelodies11.rio.004,860955960,3101,3101,target_after_delimiter,\|,87b3d31a0981e2a2bf07ca4b6b43e8ddbb14179fba791c1aeb5c4022d8e9050d,B2055E915CBFE63151CB89B57A65FA9D506365BFBA35F79D6E5DD89B1247D128,特斯莱夫老师……吧,特斯莱夫老师……吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,26,26,U+2060,17,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0860955960:00003212,photonmelodies11.rio.004,860955960,3212,3212,target_after_delimiter,\|,8828c3c59cda93049e769d128a01c451b8534849d0d99a67219ea3097415abe8,379B53D7E30A4783A25F067F2536F2963E66263E5375EE0582186C9D1E92BD5A,皮亚蒂芙老师……吧,皮亚蒂芙老师……吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,15,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0871742696:00002773,photonmelodies11.rio.004,871742696,2773,2773,target_after_delimiter,\|,80bfd7e8545918037f48e891689939bf9959b43a913bcbf43407e8e11f68cf8e,101441A12AD13DFD40262CE5C282915C099DC65301FAAD0B2670D1C74E98BBF3,不，请再说明一次,不，请再说明一次,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0871742696:00002894,photonmelodies11.rio.004,871742696,2894,2894,target_after_delimiter,\|,358cdfb3324290e8b4407cf7e6941eec241e5ad9acdc796446db4b055bfa8a8f,814FA5EDC14351F8EE3A3BC0A0D6B24461C51CF942295E0D6A148EF645BC9E53,嗯，我明白了,嗯，我明白了,,no,none,direct_top_level,6,6,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00009366,photonmelodies11.rio.004,933776684,9366,9366,target_after_delimiter,\|,9632a0346f19e4a82e7aca589625e1d32ab34ca33068802a626bcb4d4b8718a4,BDC155160C95BD325693F00A7C4823CF16885022585F2A4CF07EA348D7C8DD5F,那就选纯夏吧,那就选纯夏吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,32,32,U+2060,26,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00009489,photonmelodies11.rio.004,933776684,9489,9489,target_after_delimiter,\|,1c1ffebc837bcb94eb22556e86d7647406a0165a079239c7e423636d34d31877,935198AE5442BA9FD29665DB24CC70B4DA3891D31557F730FF01C0BC0DB817A3,当然是霞,当然是霞⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,23,23,U+2060,19,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00009588,photonmelodies11.rio.004,933776684,9588,9588,target_after_delimiter,\|,9a9e0d1c295ff03d24bf69c427996b76d0f2d877758610314cd837f34b8090dc,A73B6FC84C4E509E34E426964F8E03515A4644B686F46BCFD93CF04671B674A0,直说吧！就是小麻！,直说吧！就是小麻！⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,15,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00009701,photonmelodies11.rio.004,933776684,9701,9701,target_after_delimiter,\|,87b3d31a0981e2a2bf07ca4b6b43e8ddbb14179fba791c1aeb5c4022d8e9050d,DCDA14A07931F8F2BD1392316A1007625199E41D7E916D43B7659F7AFE53480B,特斯莱夫老师……吧,特斯莱夫老师……吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,26,26,U+2060,17,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00009812,photonmelodies11.rio.004,933776684,9812,9812,target_after_delimiter,\|,8828c3c59cda93049e769d128a01c451b8534849d0d99a67219ea3097415abe8,8C1DFA3596C7F68B55AEC344D3117E91C580060CEC5BB875F34B1008023277C4,皮亚蒂芙老师……吧,皮亚蒂芙老师……吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,15,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00121466,photonmelodies11.rio.004,933776684,121466,121466,target_after_delimiter,\|,94dc239a1c5422828870f29579fce1b43c1739f990d09550f7297a9cd9925bf6,FFDE885D80492DD93C1FDA25BA0F2A7AC4A13922EA46435DF843BD6CE373CE37,这场比赛，我接了！,这场比赛，我接了！⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,19,19,U+2060,10,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00121561,photonmelodies11.rio.004,933776684,121561,121561,target_after_delimiter,\|,1a6dcd211b8d6e69645c5648b44d14d8318b931bed4b3c0d123fe6f07c2723b8,B5C54A4AA81CA78A0F2AE224CFF4F8CFE568720E6AFF04DC79FC4E39638AA16B,…………,…………⁠⁠,,no,none,nested_requires_linking,6,6,U+2060,2,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00160642,photonmelodies11.rio.004,933776684,160642,160642,target_after_delimiter,\|,379eff260f30ac34f1295bd80888b2e76832b7f3f8dddd9bf4099f98d69a31fe,84F12CD570EC860AF8708485A8D1B549F5099C612F62E7F99C55D14C38728B96,纪念品店,纪念品店⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,13,13,U+2060,9,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00160713,photonmelodies11.rio.004,933776684,160713,160713,target_after_delimiter,\|,5ade93b61e027ecf8fc72c7988e656482918457288c40cdccaf1fbcc2a483636,722F4B0504C58BEA733FB22D2DAEB251DC3D25EABC574885FBE17B13EB53815D,织女星海滩,织女星海滩⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,10,10,U+2060,5,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00160782,photonmelodies11.rio.004,933776684,160782,160782,target_after_delimiter,\|,00aa2886cf78605c0e5c4d2d760a68843869364f0603abc3a74784d89427e089,2FE3702DA293B654845CFF87CC2C6275652FD65F687BB7C7285A075D32EDF5A9,泳装店,泳装店⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,17,17,U+2060,14,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00167248,photonmelodies11.rio.004,933776684,167248,167248,target_after_delimiter,\|,7579f3615357b1b6855e5c1a03df50f0417d2f8a8a6a5aea8801702bdbe03240,7C9C0E8DA59E5A1C56C181D5BEFC9E9636DE6D9D72860580F4D197C0303D3146,纯夏·霞的别墅,纯夏·霞的别墅⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,17,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00167351,photonmelodies11.rio.004,933776684,167351,167351,target_after_delimiter,\|,02203a2fe7c200be910b89ad01fde43830ab93984472ee131b36181d0ea05156,4D98DC9C55BF983318772972242EA92E4A61D1F38F7317603A0EC37551D260A6,冥夜·悠阳的别墅,冥夜·悠阳的别墅⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,22,22,U+2060,14,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00167452,photonmelodies11.rio.004,933776684,167452,167452,target_after_delimiter,\|,eb27c9307cb8c541e3f28eee907b76cfa5819abba9dbc01b6367e78feb0b039d,277BDBFA5E548134E941F0DB900A351B68786840F49F42525A9608D6302A7E74,自己的别墅,自己的别墅⁠⁠⁠⁠,,no,none,nested_requires_linking,9,9,U+2060,4,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00186240,photonmelodies11.rio.004,933776684,186240,186240,target_after_delimiter,\|,5ade93b61e027ecf8fc72c7988e656482918457288c40cdccaf1fbcc2a483636,7B3BDD120B65FCCC4A2146D7EB61B582D9D82EE9B1BDDD5CD3BAB7BF435665E4,织女星海滩,织女星海滩⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,10,10,U+2060,5,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00186338,photonmelodies11.rio.004,933776684,186338,186338,target_after_delimiter,\|,379eff260f30ac34f1295bd80888b2e76832b7f3f8dddd9bf4099f98d69a31fe,366196A3821AD0851C94FF459983B5C844A43BA4C209DE7EF660DF1C0328DFB3,纪念品店,纪念品店⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,13,13,U+2060,9,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00186409,photonmelodies11.rio.004,933776684,186409,186409,target_after_delimiter,\|,00aa2886cf78605c0e5c4d2d760a68843869364f0603abc3a74784d89427e089,E1C8E3C57D040214DD88E2BE81129B66A66D744B908649619946CB19CF606CA4,泳装店,泳装店⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,17,17,U+2060,14,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00230968,photonmelodies11.rio.004,933776684,230968,230968,target_after_delimiter,\|,255f8f7b865cd543d5e0335d8135e7f28475c6a87802bae4de2a7d5a42bfd035,C1C2276DAECDE4BD44498D5FA35A904B0105799CDD2C1F09C1F6F356F60FA522,先从风间学姐的开始,先从风间学姐的开始⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,36,36,U+2060,27,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00231099,photonmelodies11.rio.004,933776684,231099,231099,target_after_delimiter,\|,6e8c1e01c8399995f564713271c1838c7e74d751c79d87dac214dd006c3baee2,90D5412E42156D55DE23EF72A28FEAA17974ADE0E385DAA05A358C4348632213,先从宗像学姐的开始,先从宗像学姐的开始⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,41,41,U+2060,32,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00232435,photonmelodies11.rio.004,933776684,232435,232435,target_after_delimiter,\|,7c47f8d1eff8588b0b64a27a40ef2ddc1c2770a9a35e383df66eb1282c47734a,E5E415424EC6896003CFD58CD5EA54676498BE49DDDAE758FE326C922B90BA02,白色连体泳装,白色连体泳装⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,18,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00232534,photonmelodies11.rio.004,933776684,232534,232534,target_after_delimiter,\|,9b1e87dfc76d65ce97b17bc3faad9197cf67cc0aa589e4f5714fd0a741ce405d,A587CB1A5D3E754E204AC5D384941A2BC054D74594BFC922B50F98ED78985781,格纹比基尼,格纹比基尼⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,27,27,U+2060,22,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00232641,photonmelodies11.rio.004,933776684,232641,232641,target_after_delimiter,\|,fec58b00a841dae4232ac7d8502e5d8b939ff63b21c912c7ca21a1878c82f72d,FB46925F12E60E47103598BB46C62149F1C4CDB674FA7D600F08CCD32A4A3372,藏青色高叉泳装,藏青色高叉泳装⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,22,22,U+2060,15,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00236446,photonmelodies11.rio.004,933776684,236446,236446,target_after_delimiter,\|,ed639fae2addaa6095259b1040e6660a42d149325816592d9f8185910e0949c0,0A55356193E2629F6D97B5A349FACBE7F4DE35AD4F72FF3A1DE909998FDEDC4E,紫色比基尼,紫色比基尼⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,13,13,U+2060,8,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00236519,photonmelodies11.rio.004,933776684,236519,236519,target_after_delimiter,\|,157ff5eaadff00cc8562fb2e73dd554ef4e4e77041d15ad7c55c05f454efb6f3,C22F4769D1421419A7873971EC0266AA80B5D2C6952716B27C203877A1FCE198,棕色高叉泳装,棕色高叉泳装⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,23,23,U+2060,17,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00236620,photonmelodies11.rio.004,933776684,236620,236620,target_after_delimiter,\|,91e8262f6c188652fbacd482b6d18ee2473c9794a873e5d85781eee9fbd03fe8,6D4CB726C29BD084CD538623C6A0BF35D873798FC7CD79DC70456A8FE382B284,粉色比基尼,粉色比基尼⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,19,19,U+2060,14,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00239622,photonmelodies11.rio.004,933776684,239622,239622,target_after_delimiter,\|,ed639fae2addaa6095259b1040e6660a42d149325816592d9f8185910e0949c0,00E8C321BE0A875BF9E494A15FCE00715797411178469F12D3259F3DE4EC4FB5,紫色比基尼,紫色比基尼⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,13,13,U+2060,8,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00239695,photonmelodies11.rio.004,933776684,239695,239695,target_after_delimiter,\|,157ff5eaadff00cc8562fb2e73dd554ef4e4e77041d15ad7c55c05f454efb6f3,AE6CDC2EDF47FE7FB9AFEB2F3F785EF4FC3C75DD09A0E47BFE8C5E955D20A9CE,棕色高叉泳装,棕色高叉泳装⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,23,23,U+2060,17,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00239796,photonmelodies11.rio.004,933776684,239796,239796,target_after_delimiter,\|,91e8262f6c188652fbacd482b6d18ee2473c9794a873e5d85781eee9fbd03fe8,4C04751FFB59706F8E074998D6FAFC90E7ABCCC29D69B721ABA92DAF2B7F7960,粉色比基尼,粉色比基尼⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,19,19,U+2060,14,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00243869,photonmelodies11.rio.004,933776684,243869,243869,target_after_delimiter,\|,7c47f8d1eff8588b0b64a27a40ef2ddc1c2770a9a35e383df66eb1282c47734a,99E5CD68CC5F9BDB2AB0655528F6DBCD5A54FEE20341069FA8DE4F6F1022685F,白色连体泳装,白色连体泳装⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,18,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00243968,photonmelodies11.rio.004,933776684,243968,243968,target_after_delimiter,\|,9b1e87dfc76d65ce97b17bc3faad9197cf67cc0aa589e4f5714fd0a741ce405d,A236B7928E83F2CECB93024B1FD7EF722930D849920EB42303F3623E2D8CFCAF,格纹比基尼,格纹比基尼⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,27,27,U+2060,22,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0933776684:00244075,photonmelodies11.rio.004,933776684,244075,244075,target_after_delimiter,\|,fec58b00a841dae4232ac7d8502e5d8b939ff63b21c912c7ca21a1878c82f72d,B088D0D55C30E7B090F052087CD255594A48F67A9F1127AEF78736AB2FBEC14E,藏青色高叉泳装,藏青色高叉泳装⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,22,22,U+2060,15,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:1015106108:00057950,photonmelodies11.rio.004,1015106108,57950,57950,target_after_delimiter,\|,0c4250d96c3e8485fe06b4d6403e20bf0039a29bccf616210e1564731e16f4b8,239BE3FA373F33E56935D31974CE2522402DD6D1FA0C790B38B7D3B3B50B2023,我觉得是风间前辈,我觉得是风间前辈,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:1015106108:00058043,photonmelodies11.rio.004,1015106108,58043,58043,target_after_delimiter,\|,04a2955e4cebadea4d1c4651d742ff88dd1bf3fe0462abbe0989ff11710e9a08,585B8C7F4F3A1F5877C8CA0CB273B82389DDFEC467517DC1ADE398C2C2F15BD5,我觉得是宗像前辈,我觉得是宗像前辈,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
