call_order,egpack,xml,message_tag_index,order_in_message,text_attr,id,jp,speaker_id,speaker_jp,status,same_id_total_egpacks,xml_attrs
1578,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,10,1,text,game_t01577,昨日の今日で、\w出撃はいきなり俺たちか…\w…\w。,,,ok,1,"__line__=""1830"" text=""$game_t01577"""
1579,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,11,1,text,game_t01578,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""1890"" speaker=""$game_s00011"" text=""$game_t01578"""
1580,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,12,1,text,game_t01579,「それに先立ち、\wまず昨日決定した今後の基本方針を説明する」,game_s00005,ダリル,ok,1,"__line__=""1980"" speaker=""$game_s00005"" text=""$game_t01579"" voice=""020_ダリル_A_D0285"""
1581,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,13,1,text,game_t01580,昨日言ってた方針転換とやらの話か…\w…\w？,,,ok,1,"__line__=""1990"" text=""$game_t01580"""
1582,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,14,1,text,game_t01581,「ＪＦＫ司令部はこれ以降、\w北東沿岸方面への中継機設置を進め、\w通信可能範囲を拡大して行く方針を決定した」,game_s00005,ダリル,ok,1,"__line__=""2140"" speaker=""$game_s00005"" text=""$game_t01581"" voice=""020_ダリル_A_D0286"""
1583,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,15,1,text,game_t01582,え！　それってもしかして…\w…\w。,,,ok,1,"__line__=""2160"" text=""$game_t01582"""
1584,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,16,1,text,game_t01583,「これに伴い、\w陸地続きと思われる東方面及び南南西方面への展開は打ち切り、\w北東沿岸方面に全ての戦術機派遣を集中させることになる」,game_s00005,ダリル,ok,1,"__line__=""2190"" speaker=""$game_s00005"" text=""$game_t01583"" voice=""020_ダリル_A_D0287"""
1585,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,17,1,text,game_t01584,「それは、\wつまり…\w…\w」,game_s00011,リリア,ok,1,"__line__=""2210"" speaker=""$game_s00011"" text=""$game_t01584"" voice=""010_リリア_A_L0322"""
1586,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,18,1,text,game_t01585,「リリア、\w喜びな。おまえさんの要望だけが理由、\wってワケでも無いんだがね」,game_s00005,ダリル,ok,1,"__line__=""2270"" speaker=""$game_s00005"" text=""$game_t01585"" voice=""020_ダリル_A_D0288"""
1587,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,19,1,text,game_t01586,「は、\wはい！　ありがとうございます！」,game_s00011,リリア,ok,1,"__line__=""2330"" speaker=""$game_s00011"" text=""$game_t01586"" voice=""010_リリア_A_L0323"""
1588,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,20,1,text,game_t01587,…\w…\w…\w…\w。,,,ok,1,"__line__=""2340"" text=""$game_t01587"""
1589,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,21,1,text,game_t01588,「アタシに感謝する必要はないさ。あくまで司令部が通信可能圏を延伸すべき方位と判断したってことさ」,game_s00005,ダリル,ok,1,"__line__=""2400"" speaker=""$game_s00005"" text=""$game_t01588"" voice=""020_ダリル_A_D0289"""
1590,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,22,1,text,game_t01589,北東沿岸…\w…\wつまりハワイ方面に延伸するってことか…\w…\w。,,,ok,1,"__line__=""2410"" text=""$game_t01589"""
1591,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,23,1,text,game_t01590,「それでも…\w…\w感謝したいんです」,game_s00011,リリア,ok,1,"__line__=""2470"" speaker=""$game_s00011"" text=""$game_t01590"" voice=""010_リリア_A_L0324"""
1592,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,24,1,text,game_t01591,「…\w…\w説明を続けるよ」,game_s00005,ダリル,ok,1,"__line__=""2480"" speaker=""$game_s00005"" text=""$game_t01591"" voice=""020_ダリル_A_D0290"""
1593,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,25,1,text,game_t01592,「今後は中継機を放射状に展開するのをやめ、\w更には海岸線沿いに補給コンテナを運搬、\w補給拠点として設置していく」,game_s00005,ダリル,ok,1,"__line__=""2680"" speaker=""$game_s00005"" text=""$game_t01592"" voice=""020_ダリル_A_D0291"""
1594,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,26,1,text,game_t01593,「え…\w…\wデポ方式、\wですか…\w…\w！」,game_s00001,ウィル,ok,1,"__line__=""2690"" speaker=""$game_s00001"" text=""$game_t01593"" voice=""ウィル_A_Z0345"""
1595,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,27,1,text,game_t01594,そうか…\w…\wそういう意味での方針転換か…\w…\w。,,,ok,1,"__line__=""2700"" text=""$game_t01594"""
1596,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,28,1,text,game_t01595,でも、\w確かあれは…\w…\w！,,,ok,1,"__line__=""2710"" text=""$game_t01595"""
1597,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,29,1,text,game_t01596,「そうだ。最初の拠点に一定量の推進剤を溜め込んだら、\wそれを元手に次の拠点を設置――」,game_s00005,ダリル,ok,1,"__line__=""2790"" speaker=""$game_s00005"" text=""$game_t01596"" voice=""020_ダリル_A_D0292"""
1598,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,30,1,text,game_t01597,「後はその繰り返しでハワイ方面への捜索範囲を伸ばしていくって寸法さ。登山や極地踏破と同じ要領だね」,game_s00005,ダリル,ok,1,"__line__=""2940"" speaker=""$game_s00005"" text=""$game_t01597"" voice=""020_ダリル_A_D0293"""
1599,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,31,1,text,game_t01598,「…\w…\w隊長、\wよろしいでしょうか」,game_s00001,ウィル,ok,1,"__line__=""3010"" speaker=""$game_s00001"" text=""$game_t01598"" voice=""ウィル_A_Z0346"""
1600,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,32,1,text,game_t01599,上は分かってて判断したことだろうけど、\wこれは確認しないわけにはいかない。,,,ok,1,"__line__=""3020"" text=""$game_t01599"""
1601,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,33,1,text,game_t01600,「お、\wちったぁ学習したね。よろしい、\w発言を許可する」,game_s00005,ダリル,ok,1,"__line__=""3060"" speaker=""$game_s00005"" text=""$game_t01600"" voice=""020_ダリル_A_D0294"""
1602,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,34,1,text,game_t01601,「――以前の方針説明によれば、\w艦内に残された推進剤と補給コンテナでハワイに到達することは不可能だったはずですが」,game_s00001,ウィル,ok,1,"__line__=""3100"" speaker=""$game_s00001"" text=""$game_t01601"" voice=""ウィル_A_Z0347"""
1603,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,35,1,text,game_t01602,原子炉があるから水と電力は何とかできる。,,,ok,1,"__line__=""3110"" text=""$game_t01602"""
1604,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,36,1,text,game_t01603,食料もしばらくは持つし、\w塩なんて腐るほどある。,,,ok,1,"__line__=""3120"" text=""$game_t01603"""
1605,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,37,1,text,game_t01604,だが推進剤だけはどうにもならない――デポ方式に耐えうる量がないという話のはずだった。,,,ok,1,"__line__=""3130"" text=""$game_t01604"""
1606,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,38,1,text,game_t01605,「その前提に変更は無いよ。急に推進剤が海から湧いてきたわけじゃあない」,game_s00005,ダリル,ok,1,"__line__=""3170"" speaker=""$game_s00005"" text=""$game_t01605"" voice=""020_ダリル_A_D0295"""
1607,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,39,1,text,game_t01606,「だが、\w何もハワイまで機体がたどり着く必要は無いだろう？　要は交信可能圏まで到達できればいいのさ」,game_s00005,ダリル,ok,1,"__line__=""3210"" speaker=""$game_s00005"" text=""$game_t01606"" voice=""020_ダリル_A_D0296"""
1608,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,40,1,text,game_t01607,「それは…\w…\wそうですが…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""3220"" speaker=""$game_s00001"" text=""$game_t01607"" voice=""ウィル_A_Z0348"""
1609,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,41,1,text,game_t01608,「…\w…\wウィルの懸念は分かるよ。この方式、\w口で言うのは簡単だけどね」,game_s00005,ダリル,ok,1,"__line__=""3260"" speaker=""$game_s00005"" text=""$game_t01608"" voice=""020_ダリル_A_D0297"""
1610,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,42,1,text,game_t01609,「毎度余計な積載量を抱え、\w普段以上に推進剤を消耗しながら推進剤を運ぶんだ。後戻りの利かない作戦さ」,game_s00005,ダリル,ok,1,"__line__=""3310"" speaker=""$game_s00005"" text=""$game_t01609"" voice=""020_ダリル_A_D0298"""
1611,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,43,1,text,game_t01610,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""3370"" speaker=""$game_s00011"" speaker_impl=""__nobody__"" text=""$game_t01610"" voice=""010_リリア_A_L0325"""
1612,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,44,1,text,game_t01611,「もちろん進出可能距離や推進剤の必要量は計算してるけどねえ、\wこの辺は気象条件にも左右されるから絶対とは言えない」,game_s00005,ダリル,ok,1,"__line__=""3480"" speaker=""$game_s00005"" text=""$game_t01611"" voice=""020_ダリル_A_D0299"""
1613,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,45,1,text,game_t01612,「途中で戦術機が事故りでもすりゃあ、\w色んな計算がおじゃんになる」,game_s00005,ダリル,ok,1,"__line__=""3520"" speaker=""$game_s00005"" text=""$game_t01612"" voice=""020_ダリル_A_D0300"""
1614,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,46,1,text,game_t01613,「…\w…\w…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""3530"" speaker=""$game_s00001"" text=""$game_t01613"" voice=""ウィル_A_Z0349"""
1615,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,47,1,text,game_t01614,そうだ…\w…\w。推進剤の遠方貯蓄自体に推進剤を使わざるを得ない、\w極めてリスクの高い方式なんだ。,,,ok,1,"__line__=""3540"" text=""$game_t01614"""
1616,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,48,1,text,game_t01615,推進剤を備蓄して戻ってくるのにだって推進剤を使うのだから、\w航続距離を伸ばすたびに指数関数的に必要な推進剤の量が増えてゆく。,,,ok,1,"__line__=""3550"" text=""$game_t01615"""
1617,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,49,1,text,game_t01616,「それに、\wもしハワイ側がまったく交信可能圏を拡大していない場合――」,game_s00005,ダリル,ok,1,"__line__=""3560"" speaker=""$game_s00005"" text=""$game_t01616"" voice=""020_ダリル_A_D0301"""
1618,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,50,1,text,game_t01617,「さっきも言ったとおりさ。最良の条件で見積もっても、\wアタシらがハワイにたどり着くことは無い」,game_s00005,ダリル,ok,1,"__line__=""3600"" speaker=""$game_s00005"" text=""$game_t01617"" voice=""020_ダリル_A_D0302"""
1619,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,51,1,text,game_t01618,「…\w…\w賭けですね」,game_s00001,ウィル,ok,1,"__line__=""3610"" speaker=""$game_s00001"" text=""$game_t01618"" voice=""ウィル_A_Z0350"""
1620,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,52,1,text,game_t01619,この方式は、\w単に成功する失敗するだけの話じゃない。,,,ok,1,"__line__=""3620"" text=""$game_t01619"""
1621,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,53,1,text,game_t01620,失敗した場合、\w艦内の推進剤は底をつく。,,,ok,1,"__line__=""3630"" text=""$game_t01620"""
1622,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,54,1,text,game_t01621,つまりそれ以降、\w俺たちは能動的な選択肢を失ってしまう…\w…\w。,,,ok,1,"__line__=""3640"" text=""$game_t01621"""
1623,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,55,1,text,game_t01622,「このままジリ貧よりはマシ、\wってのが上での一致した考えさ。…\w…\wここでアラモを決め込むって訳にもいかないからね」,game_s00005,ダリル,ok,1,"__line__=""3700"" speaker=""$game_s00005"" text=""$game_t01622"" voice=""020_ダリル_A_D0303"""
1624,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,56,1,text,game_t01623,「…\w…\w了解です」,game_s00001,ウィル,ok,1,"__line__=""3710"" speaker=""$game_s00001"" text=""$game_t01623"" voice=""ウィル_A_Z0351"""
1625,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,57,1,text,game_t01624,ジリ貧とは言っても、\wまだ艦内の物資にはまだ余裕がある。そこまで追い詰められたわけじゃない…\w…\w。,,,ok,1,"__line__=""3720"" text=""$game_t01624"""
1626,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,58,1,text,game_t01625,だが、\w士気が維持できているうちに始めておこうということだろう。,,,ok,1,"__line__=""3730"" text=""$game_t01625"""
1627,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,59,1,text,game_t01626,…\w…\w理屈の上では理解できる。理屈の上では…\w…\w。,,,ok,1,"__line__=""3740"" text=""$game_t01626"""
1628,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,60,1,text,game_t01627,「隊長、\w私からもよろしいでしょうか」,game_s00011,リリア,ok,1,"__line__=""3800"" speaker=""$game_s00011"" text=""$game_t01627"" voice=""010_リリア_A_L0326"""
1629,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,61,1,text,game_t01628,「…\w…\wふたりともいい具合に汗を掻いたみたいだね。許可する」,game_s00005,ダリル,ok,1,"__line__=""3900"" speaker=""$game_s00005"" text=""$game_t01628"" voice=""020_ダリル_A_D0304"""
1630,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,62,1,text,game_t01629,「この作戦における捜索活動方針は\nどのようなものでしょうか」,game_s00011,リリア,ok,1,"__line__=""3910"" speaker=""$game_s00011"" text=""$game_t01629"" voice=""010_リリア_A_L0327"""
1631,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,63,1,text,game_t01630,リリア、\wおまえまた…\w…\w！,,,ok,1,"__line__=""3990"" text=""$game_t01630"""
1632,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,64,1,text,game_t01631,「ハワイの規模から言えば、\w少なからず兵力が残っている可能性があります。それにブルーオーシャン作戦で生き残った艦は――」,game_s00011,リリア,ok,1,"__line__=""4020"" speaker=""$game_s00011"" text=""$game_t01631"" voice=""010_リリア_A_L0328"""
1633,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,65,1,text,game_t01632,「ＪＦＫや私の乗っていたシアトルと同様、\wハワイ、\wもしくはグアムを目指していたはずです」,game_s00011,リリア,ok,1,"__line__=""4040"" speaker=""$game_s00011"" text=""$game_t01632"" voice=""010_リリア_A_L0329"""
1634,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,66,1,text,game_t01633,「沿岸を進む場合、\w途上においても漂着者が存在する可能性は低くないものと思われます」,game_s00011,リリア,ok,1,"__line__=""4050"" speaker=""$game_s00011"" text=""$game_t01633"" voice=""010_リリア_A_L0330"""
1635,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,67,1,text,game_t01634,なんども言わせる気か…\w…\w？　おまえにその判断ができるだけの情報があるのかよ？,,,ok,1,"__line__=""4060"" text=""$game_t01634"""
1636,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,68,1,text,game_t01635,その判断を下すのは俺達じゃないだろう…\w…\w！,,,ok,1,"__line__=""4070"" text=""$game_t01635"""
1637,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,69,1,text,game_t01636,「この計画――『フライング・ブーム作戦』に\nおいては、\w周辺の捜索活動を行う予定は無い」,game_s00005,ダリル,ok,1,"__line__=""4190"" speaker=""$game_s00005"" text=""$game_t01636"" voice=""020_ダリル_A_D0305"""
1638,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,70,1,text,game_t01637,「え…\w…\w！　そんな…\w…\w！」,game_s00011,リリア,ok,1,"__line__=""4200"" speaker=""$game_s00011"" text=""$game_t01637"" voice=""010_リリア_A_L0331"""
1639,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,71,1,text,game_t01638,「…\w…\w…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""4210"" speaker=""$game_s00001"" text=""$game_t01638"" voice=""ウィル_A_Z0352"""
1640,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,72,1,text,game_t01639,…\w…\wだろうな。,,,ok,1,"__line__=""4220"" text=""$game_t01639"""
1641,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,73,1,text,game_t01640,ただでさえ不足気味の推進剤を大量に使用する作戦だ。,,,ok,1,"__line__=""4230"" text=""$game_t01640"""
1642,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,74,1,text,game_t01641,寄り道が許されるはずがない…\w…\w。,,,ok,1,"__line__=""4240"" text=""$game_t01641"""
1643,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,75,1,text,game_t01642,「申し上げます！　捜索は行うべきです。我々は――」,game_s00011,リリア,ok,1,"__line__=""4410"" speaker=""$game_s00011"" text=""$game_t01642"" voice=""010_リリア_A_L0332"""
1644,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,76,1,text,game_t01643,「リリア、\wちょいと待ちな」,game_s00005,ダリル,ok,1,"__line__=""4550"" speaker=""$game_s00005"" text=""$game_t01643"" voice=""020_ダリル_A_D0306"""
1645,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,77,1,text,game_t01644,「言わせてください、\w中尉――ッ！」,game_s00011,リリア,ok,1,"__line__=""4660"" speaker=""$game_s00011"" text=""$game_t01644"" voice=""010_リリア_A_L0333"""
1646,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,78,1,text,game_t01645,「シェルベリ少尉！　そこまでだと言ってるんだ」,game_s00005,ダリル,ok,1,"__line__=""4730"" speaker=""$game_s00005"" text=""$game_t01645"" voice=""020_ダリル_A_D0307"""
1647,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,79,1,text,game_t01646,「…\w…\wッ！」,game_s00011,リリア,ok,1,"__line__=""4860"" speaker=""$game_s00011"" text=""$game_t01646"" voice=""010_リリア_A_L0334"""
1648,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,80,1,text,game_t01647,「昨日の話を繰り返すだけなら、\wアタシらもよく分かってる。それ以上口を開く必要はないよ」,game_s00005,ダリル,ok,1,"__line__=""4980"" speaker=""$game_s00005"" text=""$game_t01647"" voice=""020_ダリル_A_D0308"""
1649,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,81,1,text,game_t01648,――その通り、\w俺たちだってわかってるに決まってるじゃないか。,,,ok,1,"__line__=""4990"" text=""$game_t01648"""
1650,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,82,1,text,game_t01649,仲間を見捨てたいなんて思う奴は本来いないんだ…\w…\w。,,,ok,1,"__line__=""5000"" text=""$game_t01649"""
1651,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,83,1,text,game_t01650,「中尉…\w…\w」,game_s00011,リリア,ok,1,"__line__=""5010"" speaker=""$game_s00011"" text=""$game_t01650"" voice=""010_リリア_A_L0335"""
1652,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,84,1,text,game_t01651,「我々の任務は中継機の設置、\w補給物資の蓄積であり、\w漂流者の捜索ではない」,game_s00005,ダリル,ok,1,"__line__=""5050"" speaker=""$game_s00005"" text=""$game_t01651"" voice=""020_ダリル_A_D0309"""
1653,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,85,1,text,game_t01652,「…\w…\wですが！」,game_s00011,リリア,ok,1,"__line__=""5110"" speaker=""$game_s00011"" text=""$game_t01652"" voice=""010_リリア_A_L0336"""
1654,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,86,1,text,game_t01653,ハワイまで２２００キロメートル以上あるんだ。,,,ok,1,"__line__=""5120"" text=""$game_t01653"""
1655,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,87,1,text,game_t01654,そのハワイだってどうなってるかわからない…\w…\w。,,,ok,1,"__line__=""5130"" text=""$game_t01654"""
1656,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,88,1,text,game_t01655,リリアは外の世界を見てないから、\w事態が想像できていないんだろうか…\w…\w。,,,ok,1,"__line__=""5140"" text=""$game_t01655"""
1657,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,89,1,text,game_t01656,「…\w…\wリリア、\wブルーオーシャン発動から既に３ヶ月以上が経ってるんだよ」,game_s00005,ダリル,ok,1,"__line__=""5150"" speaker=""$game_s00005"" text=""$game_t01656"" voice=""020_ダリル_A_D0310"""
1658,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,90,1,text,game_t01657,「…\w…\w…\w…\w！」,game_s00011,リリア,ok,1,"__line__=""5190"" speaker=""$game_s00011"" text=""$game_t01657"""
1659,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,91,1,text,game_t01658,「分かってるだろう？　アンタのようなケースは極めて稀だってことがさ」,game_s00005,ダリル,ok,1,"__line__=""5260"" speaker=""$game_s00005"" text=""$game_t01658"" voice=""020_ダリル_A_D0311"""
1660,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,92,1,text,game_t01659,そうだ…\w…\wその事をリリアも分かってないはずがない…\w…\w。,,,ok,1,"__line__=""5270"" text=""$game_t01659"""
1661,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,93,1,text,game_t01660,「一定規模以上の艦艇でなければ生存は難しい」,game_s00005,ダリル,ok,1,"__line__=""5310"" speaker=""$game_s00005"" text=""$game_t01660"" voice=""020_ダリル_A_D0312"""
1662,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,94,1,text,game_t01661,「逆にそのような艦であれば、\wこの作戦を進めるうちに自然と見つかるだろう」,game_s00005,ダリル,ok,1,"__line__=""5320"" speaker=""$game_s00005"" text=""$game_t01661"" voice=""020_ダリル_A_D0313"""
1663,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,95,1,text,game_t01662,「単独の漂流者、\wという時点で、\wそもそも生存の可能性はほとんど無いのさ」,game_s00005,ダリル,ok,1,"__line__=""5370"" speaker=""$game_s00005"" text=""$game_t01662"" voice=""020_ダリル_A_D0314"""
1664,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,96,1,text,game_t01663,ああいう形でリリアが見つかったこと自体が奇跡なんだ。,,,ok,1,"__line__=""5380"" text=""$game_t01663"""
1665,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,97,1,text,game_t01664,奇跡がなんども起きる、\wなんてことを前提に作戦を組むことはできない…\w…\w。,,,ok,1,"__line__=""5390"" text=""$game_t01664"""
1666,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,98,1,text,game_t01665,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""5450"" speaker=""$game_s00011"" speaker_impl=""__nobody__"" text=""$game_t01665"" voice=""010_リリア_A_L0337"""
1667,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,99,1,text,game_t01666,「この広大な海域に漂流した極少数の人間を、\wわずかな戦術機で捜索することはできない。それが結論だ」,game_s00005,ダリル,ok,1,"__line__=""5520"" speaker=""$game_s00005"" text=""$game_t01666"" voice=""020_ダリル_A_D0315"""
1668,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,100,1,text,game_t01667,「しかし…\w…\w例え死亡者であっても…\w…\w」,game_s00011,リリア,ok,1,"__line__=""5580"" speaker=""$game_s00011"" text=""$game_t01667"" voice=""010_リリア_A_L0338"""
1669,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,101,1,text,game_t01668,おまえの気持ちはわかる。でも、\wそれ以上は言わないでくれ…\w…\w。,,,ok,1,"__line__=""5590"" text=""$game_t01668"""
1670,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,102,1,text,game_t01669,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""5630"" speaker=""$game_s00011"" text=""$game_t01669"""
1671,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,103,1,text,game_t01670,「――だがね、\w毎度最大進出地点で高度をとれば、\w戦術機からの見通し距離は格段に上がる」,game_s00005,ダリル,ok,1,"__line__=""5710"" speaker=""$game_s00005"" text=""$game_t01670"" voice=""020_ダリル_A_D0316"""
1672,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,104,1,text,game_t01671,「え…\w…\w？」,game_s00002,ウィル・リリア,ok,1,"__line__=""5790"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t01671"" voice=""010_リリア_A_L0339"""
1673,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,105,1,text,game_t01672,「電波にしろ漂流物にしろ、\w何かを拾える可能性は高い」,game_s00005,ダリル,ok,1,"__line__=""5860"" speaker=""$game_s00005"" text=""$game_t01672"" voice=""020_ダリル_A_D0317"""
1674,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,106,1,text,game_t01673,「…\w…\wは、\wはいッ！」,game_s00011,リリア,ok,1,"__line__=""5930"" speaker=""$game_s00011"" text=""$game_t01673"" voice=""010_リリア_A_L0340"""
1675,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,107,1,text,game_t01674,…\w…\wふん、\wなるほど。そういう方向で『説得』に来たのか。,,,ok,1,"__line__=""5980"" text=""$game_t01674"""
1676,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,108,1,text,game_t01675,「そういうことさ。…\w…\wいいかい、\wウィル」,game_s00005,ダリル,ok,1,"__line__=""6040"" speaker=""$game_s00005"" text=""$game_t01675"" voice=""020_ダリル_A_D0318"""
1677,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,109,1,text,game_t01676,「…\w…\w高度を取れば、\wその分推進剤を食いますよ」,game_s00001,ウィル,ok,1,"__line__=""6150"" speaker=""$game_s00001"" text=""$game_t01676"" voice=""ウィル_A_Z0354"""
1678,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,110,1,text,game_t01677,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""6190"" speaker=""$game_s00011"" text=""$game_t01677"""
1679,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,111,1,text,game_t01678,「その積み重ねが、\w後一歩のところで推進剤が枯渇する結果を招くことになるかもしれない」,game_s00001,ウィル,ok,1,"__line__=""6210"" speaker=""$game_s00001"" text=""$game_t01678"" voice=""ウィル_A_Z0355"""
1680,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,112,1,text,game_t01679,「ウィル！　それはそうだけど――」,game_s00011,リリア,ok,1,"__line__=""6250"" speaker=""$game_s00011"" text=""$game_t01679"" voice=""010_リリア_A_L0341"""
