egpack,id,jp,next_jp_carried_in_this_block
050_UAF_DAY95_01.egpack,game_t01986,そういうことなのか…\w…\w？,同じ船の連中が死んでたってのに、\wその事実を…\w…\w情報を得られた事で「意味がある」って言ってるのか…\w…\w？
050_UAF_DAY95_01.egpack,game_t01987,同じ船の連中が死んでたってのに、\wその事実を…\w…\w情報を得られた事で「意味がある」って言ってるのか…\w…\w？,「――ま、\w昔の男のことは忘れさせてあげますよ。ぶっつけ本番でね」
050_UAF_DAY95_01.egpack,game_t01988,「――ま、\w昔の男のことは忘れさせてあげますよ。ぶっつけ本番でね」,死んだ奴は…\w…\wただの情報に成り下がるっていうのかよ…\w…\w！
050_UAF_DAY95_01.egpack,game_t01989,死んだ奴は…\w…\wただの情報に成り下がるっていうのかよ…\w…\w！,「…\w…\w確かにこんな状況だ…\w…\w何でもいいから状況を知るための情報に飢えてるってのは分かる…\w…\w」
050_UAF_DAY95_01.egpack,game_t01990,「…\w…\w確かにこんな状況だ…\w…\w何でもいいから状況を知るための情報に飢えてるってのは分かる…\w…\w」,「でも、\wだからって…\w…\w死んだ奴を発見して…\w…\w意味があるわけが…\w…\w」
050_UAF_DAY95_01.egpack,game_t01991,「でも、\wだからって…\w…\w死んだ奴を発見して…\w…\w意味があるわけが…\w…\w」,「――違う。それは…\w…\w！」
050_UAF_DAY95_01.egpack,game_t01992,「――違う。それは…\w…\w！」,…\w…\wダメだ、\wさっぱり分からない…\w…\w。
050_UAF_DAY95_01.egpack,game_t01993,…\w…\wダメだ、\wさっぱり分からない…\w…\w。,というより、\wさっきから会話が成立している気がしない…\w…\w。
050_UAF_DAY95_01.egpack,game_t01994,というより、\wさっきから会話が成立している気がしない…\w…\w。,「――違うの。…\w…\wそんなことを考えてたわけじゃないの…\w…\w」
050_UAF_DAY95_01.egpack,game_t01995,「――違うの。…\w…\wそんなことを考えてたわけじゃないの…\w…\w」,「確かに捜索を諦めちまったのは俺たちだ……おまえがそれを責めたいってなら――」
050_UAF_DAY95_01.egpack,game_t01996,「確かに捜索を諦めちまったのは俺たちだ……おまえがそれを責めたいってなら――」,「――もうやめて…\w…\w」
050_UAF_DAY95_01.egpack,game_t01997,「――もうやめて…\w…\w」,「…\w…\w…\w…\w」
050_UAF_DAY95_01.egpack,game_t01998,「…\w…\w…\w…\w」,「――お願い、\wウィルと言い争いたくないの、\w今日は…\w…\w」
050_UAF_DAY95_01.egpack,game_t01999,「――お願い、\wウィルと言い争いたくないの、\w今日は…\w…\w」,「…\w…\wわかった…\w…\w」
050_UAF_DAY95_01.egpack,game_t02000,「…\w…\wわかった…\w…\w」,クソ、この流れ……昨日と同じだ……。一体……なんでこんなことになっちまったんだ……？
050_UAF_DAY95_01.egpack,game_t02001,クソ、この流れ……昨日と同じだ……。一体……なんでこんなことになっちまったんだ……？,And we're back to the usual routine. I'm starting to feel like I'm stuck in an endless loop...
060_UAF_DAY96_01.egpack,game_t02002,「リリア…\w…\wその、\wおはよう…\w…\w」,「…\w…\wおはよう」
060_UAF_DAY96_01.egpack,game_t02003,「…\w…\wおはよう」,おはようと言うには微妙な時間だ。
060_UAF_DAY96_01.egpack,game_t02004,おはようと言うには微妙な時間だ。,…\w…\w結局、\wお互いよく眠れなかったのか。午前中が行動自由で助かったよ。
060_UAF_DAY96_01.egpack,game_t02005,…\w…\w結局、\wお互いよく眠れなかったのか。午前中が行動自由で助かったよ。,さすがに遅い時間だと閑散としてるな。
060_UAF_DAY96_01.egpack,game_t02006,さすがに遅い時間だと閑散としてるな。,「…\w…\w…\w…\w」
060_UAF_DAY96_01.egpack,game_t02007,「…\w…\w…\w…\w」,「…\w…\w…\w…\w」
060_UAF_DAY96_01.egpack,game_t02008,「…\w…\w…\w…\w」,しかし……何を話せばいいんだ…\w…\w。
060_UAF_DAY96_01.egpack,game_t02009,しかし……何を話せばいいんだ…\w…\w。,フライング・ブーム作戦の初回設置は成功、\wダリル隊長にはお褒めの言葉もいただいた。
060_UAF_DAY96_01.egpack,game_t02010,フライング・ブーム作戦の初回設置は成功、\wダリル隊長にはお褒めの言葉もいただいた。,…\w…\wいずれ通信ログを確認されたら大目玉かもしれないが。
060_UAF_DAY96_01.egpack,game_t02011,…\w…\wいずれ通信ログを確認されたら大目玉かもしれないが。,救難活動も結果的に無駄にはなったが――メル曰く、\w海軍の衛士たちや中継機の整備班には励みにもなったらしい。
060_UAF_DAY96_01.egpack,game_t02012,救難活動も結果的に無駄にはなったが――メル曰く、\w海軍の衛士たちや中継機の整備班には励みにもなったらしい。,自分たちが、\w誰かを見つけられるかもしれないという期待。
060_UAF_DAY96_01.egpack,game_t02013,自分たちが、\w誰かを見つけられるかもしれないという期待。,自分たちが、\w独りではないのだという希望。
060_UAF_DAY96_01.egpack,game_t02014,自分たちが、\w独りではないのだという希望。,…\w…\w捜索の遅延に直接関わってない人間なら、\wそういう考えでもいいんだろう…\w…\w
060_UAF_DAY96_01.egpack,game_t02015,…\w…\w捜索の遅延に直接関わってない人間なら、\wそういう考えでもいいんだろう…\w…\w,だが、\w俺たちは…\w…\w。
060_UAF_DAY96_01.egpack,game_t02016,だが、\w俺たちは…\w…\w。,「ふう…\w…\w」
060_UAF_DAY96_01.egpack,game_t02017,「ふう…\w…\w」,結局あの後も、\wリリアとはまともに話が出来ないまま――
060_UAF_DAY96_01.egpack,game_t02018,結局あの後も、\wリリアとはまともに話が出来ないまま――,「…\w…\w…\w…\w」
060_UAF_DAY96_01.egpack,game_t02019,「…\w…\w…\w…\w」,さっきからこっちをチラチラ見てるが……話し掛けてくる様子は無いな……。
060_UAF_DAY96_01.egpack,game_t02020,さっきからこっちをチラチラ見てるが……話し掛けてくる様子は無いな……。,こっちも似たようなものだけど……くそっ、しょうがねえ……！
060_UAF_DAY96_01.egpack,game_t02021,こっちも似たようなものだけど……くそっ、しょうがねえ……！,「…\w…\wリリア」
060_UAF_DAY96_01.egpack,game_t02022,「…\w…\wリリア」,「…\w…\wなに？」
060_UAF_DAY96_01.egpack,game_t02023,「…\w…\wなに？」,「…\w…\w昨日のふたり、\w一応所属まで確認出来たらしい」
060_UAF_DAY96_01.egpack,game_t02024,「…\w…\w昨日のふたり、\w一応所属まで確認出来たらしい」,「…\w…\wそうなんだ」
060_UAF_DAY96_01.egpack,game_t02025,「…\w…\wそうなんだ」,「シアトル、\w海軍連中の補給艦だったろ？」
060_UAF_DAY96_01.egpack,game_t02026,「シアトル、\w海軍連中の補給艦だったろ？」,「元々あれに所属してた海軍補給部隊の情報なら、\wＪＦＫのローカルデータベースにも残ってたってさ」
060_UAF_DAY96_01.egpack,game_t02027,「元々あれに所属してた海軍補給部隊の情報なら、\wＪＦＫのローカルデータベースにも残ってたってさ」,データリンクの不通で軍全体の兵員データベースにアクセスできない今、こういう手元に残っているファイルが全てだ
060_UAF_DAY96_01.egpack,game_t02028,データリンクの不通で軍全体の兵員データベースにアクセスできない今、こういう手元に残っているファイルが全てだ,そこで名前が見つかったのは、幸運というべきなのだろう。
060_UAF_DAY96_01.egpack,game_t02029,そこで名前が見つかったのは、幸運というべきなのだろう。,「…\w…\wふうん」
060_UAF_DAY96_01.egpack,game_t02030,「…\w…\wふうん」,反応薄いな…\w…\w。
060_UAF_DAY96_01.egpack,game_t02031,反応薄いな…\w…\w。,救えなかったとはいえ、\w一応発見者なんだぜ俺たちは…\w…\w。
060_UAF_DAY96_01.egpack,game_t02032,救えなかったとはいえ、\w一応発見者なんだぜ俺たちは…\w…\w。,「…\w…\w私にとってはただの追認だけど」
060_UAF_DAY96_01.egpack,game_t02033,「…\w…\w私にとってはただの追認だけど」,「…\w…\w…\w…\w」
060_UAF_DAY96_01.egpack,game_t02034,「…\w…\w…\w…\w」,「…\w…\wちゃんと確認できたのは、\w確かに良かったわ」
060_UAF_DAY96_01.egpack,game_t02035,「…\w…\wちゃんと確認できたのは、\w確かに良かったわ」,お。やっと反応が返ってきたな。
060_UAF_DAY96_01.egpack,game_t02036,お。やっと反応が返ってきたな。,「逆だったら、\w分かんなかったかもね」
060_UAF_DAY96_01.egpack,game_t02037,「逆だったら、\w分かんなかったかもね」,「…\w…\wえ？」
060_UAF_DAY96_01.egpack,game_t02038,「…\w…\wえ？」,「私が死体で見つかってたら、\wよ」
060_UAF_DAY96_01.egpack,game_t02039,「私が死体で見つかってたら、\wよ」,「…\w…\wおい」
060_UAF_DAY96_01.egpack,game_t02040,「…\w…\wおい」,…\w…\w仮にもおまえを発見した人間の前でそれを言うのかよ？
060_UAF_DAY96_01.egpack,game_t02041,…\w…\w仮にもおまえを発見した人間の前でそれを言うのかよ？,「私たちも、\wシアトルじゃお客さんだったから」
060_UAF_DAY96_01.egpack,game_t02042,「私たちも、\wシアトルじゃお客さんだったから」,って、\wあ…\w…\wそういうことか…\w…\w。
060_UAF_DAY96_01.egpack,game_t02043,って、\wあ…\w…\wそういうことか…\w…\w。,名無しの死体:ジェーン・ドゥ
060_UAF_DAY96_01.egpack,game_t02044,「海軍のリストに載ってなきゃ…\w…\w今頃私も名無しの死体でしょ」,ＪＦＫが『シアトル』連中のリストを持ってたのだって偶然だ。
060_UAF_DAY96_01.egpack,game_t02045,ＪＦＫが『シアトル』連中のリストを持ってたのだって偶然だ。,ましてやＪＦＫにある資料は海軍が主体だ。海兵隊の人間がたまたま手元のリストにある可能性は低い。
060_UAF_DAY96_01.egpack,game_t02046,ましてやＪＦＫにある資料は海軍が主体だ。海兵隊の人間がたまたま手元のリストにある可能性は低い。,「…\w…\w強化装備もあったし、\w認識票だって下げてたろうが」
060_UAF_DAY96_01.egpack,game_t02047,「…\w…\w強化装備もあったし、\w認識票だって下げてたろうが」,「…\w…\wまあね。分かってる。…\w…\w分かってるのよ」
060_UAF_DAY96_01.egpack,game_t02048,「…\w…\wまあね。分かってる。…\w…\w分かってるのよ」,「…\w…\w…\w…\w」
060_UAF_DAY96_01.egpack,game_t02049,「…\w…\w…\w…\w」,「強化装備で脱出したのは…\w…\wもちろん生き延びるためだったんだけど」
060_UAF_DAY96_01.egpack,game_t02050,「強化装備で脱出したのは…\w…\wもちろん生き延びるためだったんだけど」,「…\w…\wん？」
060_UAF_DAY96_01.egpack,game_t02051,「…\w…\wん？」,なんだ…\w…\w他に何かあるのか？
060_UAF_DAY96_01.egpack,game_t02052,なんだ…\w…\w他に何かあるのか？,「真っ暗な海の真ん中で、\wもう助からないんだって思ったとき――」
060_UAF_DAY96_01.egpack,game_t02053,「真っ暗な海の真ん中で、\wもう助からないんだって思ったとき――」,「強化装備で良かった、\wって本気で思ったわ」
060_UAF_DAY96_01.egpack,game_t02054,「強化装備で良かった、\wって本気で思ったわ」,「…\w…\wやめろよ、\w縁起でもない」
060_UAF_DAY96_01.egpack,game_t02055,「…\w…\wやめろよ、\w縁起でもない」,「…\w…\wそうかしら？」
060_UAF_DAY96_01.egpack,game_t02056,「…\w…\wそうかしら？」,「これを着てれば海兵隊の衛士だって分かってもらえる。データが残れば誰だったか気づいてくれる」
060_UAF_DAY96_01.egpack,game_t02057,「これを着てれば海兵隊の衛士だって分かってもらえる。データが残れば誰だったか気づいてくれる」,「やめろって――！」
060_UAF_DAY96_01.egpack,game_t02058,「やめろって――！」,「だって怖かったのよ！」
060_UAF_DAY96_01.egpack,game_t02059,「だって怖かったのよ！」,「死ぬことも怖かったけど、\wそれよりも――」
060_UAF_DAY96_01.egpack,game_t02060,「死ぬことも怖かったけど、\wそれよりも――」,「死んだことすら、\w誰にも気づいてもらえない…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02061,「死んだことすら、\w誰にも気づいてもらえない…\w…\w！」,「…\w…\w…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02062,「…\w…\w…\w…\w！」,…\w…\w分からなくは、\wない…\w…\w。
060_UAF_DAY96_01.egpack,game_t02063,…\w…\w分からなくは、\wない…\w…\w。,死体も出ない:・・・・・・
060_UAF_DAY96_01.egpack,game_t02064,…\w…\w死体も出ない。,――墓参りなら戦車級を拝んでこい、\wという酷いジョークがある。
060_UAF_DAY96_01.egpack,game_t02065,――墓参りなら戦車級を拝んでこい、\wという酷いジョークがある。,ＢＥＴＡとの戦争じゃ、\wむしろその方が日常だった。
060_UAF_DAY96_01.egpack,game_t02066,ＢＥＴＡとの戦争じゃ、\wむしろその方が日常だった。,だが死体が帰らなくても、\w特に衛士なんてのは戦術機という軍の高価な兵器を預かっている。
060_UAF_DAY96_01.egpack,game_t02067,だが死体が帰らなくても、\w特に衛士なんてのは戦術機という軍の高価な兵器を預かっている。,未帰還:ＭＩＡ;戦死:ＫＩＡ
060_UAF_DAY96_01.egpack,game_t02068,出撃は全て記録に残るし、\wＢＥＴＡ相手に未帰還と戦死は同義だ。,戻ってこなけりゃ、死んだと分かる。でも、この状況では……。
060_UAF_DAY96_01.egpack,game_t02069,戻ってこなけりゃ、死んだと分かる。でも、この状況では……。,「誰からも忘れられた存在になる…\w…\w」
060_UAF_DAY96_01.egpack,game_t02070,「誰からも忘れられた存在になる…\w…\w」,自分が戻らなければ、\w誰かが自分を受け継ぎ、\w語り継ぎ、\w戦ってくれる――
060_UAF_DAY96_01.egpack,game_t02071,自分が戻らなければ、\w誰かが自分を受け継ぎ、\w語り継ぎ、\w戦ってくれる――,「それが何より…\w…\w怖くて…\w…\w」
060_UAF_DAY96_01.egpack,game_t02072,「それが何より…\w…\w怖くて…\w…\w」,それは確かに、\w衛士の心の支えだ。その支えが、\w崩されるとしたら――
060_UAF_DAY96_01.egpack,game_t02073,それは確かに、\w衛士の心の支えだ。その支えが、\w崩されるとしたら――,「リリア…\w…\w」
060_UAF_DAY96_01.egpack,game_t02074,「リリア…\w…\w」,ずっと前線に身を置いていたリリアだ。
060_UAF_DAY96_01.egpack,game_t02075,ずっと前線に身を置いていたリリアだ。,その思いは俺なんかが想像も出来ないほど、\w強いのかもしれない。
060_UAF_DAY96_01.egpack,game_t02076,その思いは俺なんかが想像も出来ないほど、\w強いのかもしれない。,けどな……。
060_UAF_DAY96_01.egpack,game_t02077,けどな……。,「…\w…\wそれが、\w意味ってヤツなのか」
060_UAF_DAY96_01.egpack,game_t02078,「…\w…\wそれが、\w意味ってヤツなのか」,それは分かるけどよ…\w…\wッ！
060_UAF_DAY96_01.egpack,game_t02079,それは分かるけどよ…\w…\wッ！,「昨日言ってた…\w…\w死んでても、\w無駄じゃないってヤツだよ…\w…\w」
060_UAF_DAY96_01.egpack,game_t02080,「昨日言ってた…\w…\w死んでても、\w無駄じゃないってヤツだよ…\w…\w」,「…\w…\w…\w…\wそうよ」
060_UAF_DAY96_01.egpack,game_t02081,「…\w…\w…\w…\wそうよ」,「…\w…\wッ！」
060_UAF_DAY96_01.egpack,game_t02082,「…\w…\wッ！」,「死者を悼み、\w語り継ぐ…\w…\w」
060_UAF_DAY96_01.egpack,game_t02083,「死者を悼み、\w語り継ぐ…\w…\w」,「衛士だけじゃない…\w…\wこの酷い世界に生きてきた…\w…\w全ての人間の基本じゃない」
060_UAF_DAY96_01.egpack,game_t02084,「衛士だけじゃない…\w…\wこの酷い世界に生きてきた…\w…\w全ての人間の基本じゃない」,「…\w…\w…\w…\w」
060_UAF_DAY96_01.egpack,game_t02085,「…\w…\w…\w…\w」,「無駄じゃない…\w…\w無駄足なんかじゃない…\w…\w」
060_UAF_DAY96_01.egpack,game_t02086,「無駄じゃない…\w…\w無駄足なんかじゃない…\w…\w」,「そのことをウィルが理解できないなんて…\w…\w思いたくなかったのよ！」
060_UAF_DAY96_01.egpack,game_t02087,「そのことをウィルが理解できないなんて…\w…\w思いたくなかったのよ！」,「…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02088,「…\w…\w！」,なんだよ…\w…\w。
060_UAF_DAY96_01.egpack,game_t02089,なんだよ…\w…\w。,昨日はそんな風に思われてたってのか…\w…\w！？
060_UAF_DAY96_01.egpack,game_t02090,昨日はそんな風に思われてたってのか…\w…\w！？,「――ま、\w昔の男のことは忘れさせてあげますよ。ぶっつけ本番でね」
060_UAF_DAY96_01.egpack,game_t02091,「――ま、\w昔の男のことは忘れさせてあげますよ。ぶっつけ本番でね」,「…\w…\wレナードを」
060_UAF_DAY96_01.egpack,game_t02092,「…\w…\wレナードを」,「…\w…\wえ？」
060_UAF_DAY96_01.egpack,game_t02093,「…\w…\wえ？」,「レナードを『前の男』なんて呼ぶ奴に言われたかねえよ」
060_UAF_DAY96_01.egpack,game_t02094,「レナードを『前の男』なんて呼ぶ奴に言われたかねえよ」,「あ…\w…\w！　あれは…\w…\wその…\w…\w」
060_UAF_DAY96_01.egpack,game_t02095,「あ…\w…\w！　あれは…\w…\wその…\w…\w」,「おまえが俺よりも…\w…\wずっと過酷な最前線で戦ってきたのは分かるよ…\w…\w」
060_UAF_DAY96_01.egpack,game_t02096,「おまえが俺よりも…\w…\wずっと過酷な最前線で戦ってきたのは分かるよ…\w…\w」,「けどなあ…\w…\w俺だって合衆国の軍人だ！　海兵隊員なんだよ！」
060_UAF_DAY96_01.egpack,game_t02097,「けどなあ…\w…\w俺だって合衆国の軍人だ！　海兵隊員なんだよ！」,「遊撃位置のヤンキー・ステーションでだってな、\w還ってこなかった奴なんていくらでもいる」
060_UAF_DAY96_01.egpack,game_t02098,「遊撃位置のヤンキー・ステーションでだってな、\w還ってこなかった奴なんていくらでもいる」,「…\w…\w…\w…\wっ！」
060_UAF_DAY96_01.egpack,game_t02099,「…\w…\w…\w…\wっ！」,「軍人やってて…\w…\w衛士やってて…\w…\w」
060_UAF_DAY96_01.egpack,game_t02100,「軍人やってて…\w…\w衛士やってて…\w…\w」,「死者を悼む気持ちが無い奴なんて、\wいるわけねえだろ…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02101,「死者を悼む気持ちが無い奴なんて、\wいるわけねえだろ…\w…\w！」,あの戦争で――ＢＥＴＡから人類を守る戦いで、\wそれこそ億を超える人間が死んだ。
060_UAF_DAY96_01.egpack,game_t02102,あの戦争で――ＢＥＴＡから人類を守る戦いで、\wそれこそ億を超える人間が死んだ。,衛士として人類の剣となり、\w友人の死が日常にすらなっていた世界で――死者を思わない奴がいるはずがない。
060_UAF_DAY96_01.egpack,game_t02103,衛士として人類の剣となり、\w友人の死が日常にすらなっていた世界で――死者を思わない奴がいるはずがない。,「…\w…\wでも、\wならどうして…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02104,「…\w…\wでも、\wならどうして…\w…\w！」,「この状況を考えろよ」
060_UAF_DAY96_01.egpack,game_t02105,「この状況を考えろよ」,「状況――？」
060_UAF_DAY96_01.egpack,game_t02106,「状況――？」,「今この場の話じゃねえよ。このＪＦＫ、\w俺たち全員が置かれている状況だ！」
060_UAF_DAY96_01.egpack,game_t02107,「今この場の話じゃねえよ。このＪＦＫ、\w俺たち全員が置かれている状況だ！」,今は平時じゃないんだ。ＢＥＴＡは無く、\w銃火も聞こえないが、\wこれは確かに戦争なんだ！
060_UAF_DAY96_01.egpack,game_t02108,今は平時じゃないんだ。ＢＥＴＡは無く、\w銃火も聞こえないが、\wこれは確かに戦争なんだ！,「…\w…\wッ！」
060_UAF_DAY96_01.egpack,game_t02109,「…\w…\wッ！」,「俺たちは孤立している。使える手段は戦術機だけ」
060_UAF_DAY96_01.egpack,game_t02110,「俺たちは孤立している。使える手段は戦術機だけ」,「その状況で、\w戦術機を無駄に使う余裕があると思うのか！？」
060_UAF_DAY96_01.egpack,game_t02111,「その状況で、\w戦術機を無駄に使う余裕があると思うのか！？」,「そこが違うのよ！　どうしてそこで無駄って話に流れちゃうわけ！？」
060_UAF_DAY96_01.egpack,game_t02112,「そこが違うのよ！　どうしてそこで無駄って話に流れちゃうわけ！？」,「生きてる奴の方が重要だからだ。生き延びることが最優先だからだ！」
060_UAF_DAY96_01.egpack,game_t02113,「生きてる奴の方が重要だからだ。生き延びることが最優先だからだ！」,「それこそ、\wそんなことぐらい分かってるわよ！」
060_UAF_DAY96_01.egpack,game_t02114,「それこそ、\wそんなことぐらい分かってるわよ！」,「でもじゃあ何？　生きてる人間が大切だから、\w死人は無価値だって言いたいの！？」
060_UAF_DAY96_01.egpack,game_t02115,「でもじゃあ何？　生きてる人間が大切だから、\w死人は無価値だって言いたいの！？」,「そっちこそなんでそうなる…\w…\wッ！　価値のある無しじゃない、\w優先度の問題だ！」
060_UAF_DAY96_01.egpack,game_t02116,「そっちこそなんでそうなる…\w…\wッ！　価値のある無しじゃない、\w優先度の問題だ！」,「…\w…\w…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02117,「…\w…\w…\w…\w！」,あああクソッ！　またしてもこうだ…\w…\wどうして会話がこうも噛み合わない…\w…\wッ！？
060_UAF_DAY96_01.egpack,game_t02118,あああクソッ！　またしてもこうだ…\w…\wどうして会話がこうも噛み合わない…\w…\wッ！？,「今は非常事態なんだぞ、\w分かってるのか…\w…\w？」
060_UAF_DAY96_01.egpack,game_t02119,「今は非常事態なんだぞ、\w分かってるのか…\w…\w？」,「リリアだって昨日見ただろう、\wこの何も無い塩の砂漠を」
060_UAF_DAY96_01.egpack,game_t02120,「リリアだって昨日見ただろう、\wこの何も無い塩の砂漠を」,「それが…\w…\w何だっていうの…\w…\w？」
060_UAF_DAY96_01.egpack,game_t02121,「それが…\w…\w何だっていうの…\w…\w？」,「合衆国の正規戦術機母艦１隻――俺たちが死んだら、\wこいつもまた塩にまみれて忘れられる」
060_UAF_DAY96_01.egpack,game_t02122,「合衆国の正規戦術機母艦１隻――俺たちが死んだら、\wこいつもまた塩にまみれて忘れられる」,「忘れられる…\w…\w？」
060_UAF_DAY96_01.egpack,game_t02123,「忘れられる…\w…\w？」,「そうだ。この世界に残された、\w貴重な戦力――」
060_UAF_DAY96_01.egpack,game_t02124,「そうだ。この世界に残された、\w貴重な戦力――」,「人類の秩序を再構築する、\w合衆国の軍隊――」
060_UAF_DAY96_01.egpack,game_t02125,「人類の秩序を再構築する、\w合衆国の軍隊――」,「俺たちはそれを守らなきゃいけない。生きて、\w生き延びて、\w誰かに俺たちの存在を伝えなきゃいけない」
060_UAF_DAY96_01.egpack,game_t02126,「俺たちはそれを守らなきゃいけない。生きて、\w生き延びて、\w誰かに俺たちの存在を伝えなきゃいけない」,「ひとつでも多くの選択肢を手元に残さなきゃいけないことぐらい、\wおまえだって分かるだろう！」
060_UAF_DAY96_01.egpack,game_t02127,「ひとつでも多くの選択肢を手元に残さなきゃいけないことぐらい、\wおまえだって分かるだろう！」,「大体全滅しちまったらなぁ、\wおまえの言う語り継ぐって話だって不可能になるんだぞ！」
060_UAF_DAY96_01.egpack,game_t02128,「大体全滅しちまったらなぁ、\wおまえの言う語り継ぐって話だって不可能になるんだぞ！」,そうだ…\w…\wこいつの言ってることは、\wこいつ自身が主張してることにすら矛盾している…\w…\w！
060_UAF_DAY96_01.egpack,game_t02129,そうだ…\w…\wこいつの言ってることは、\wこいつ自身が主張してることにすら矛盾している…\w…\w！,死者を語り継ぐのは、\w生者の役目なんだぞ…\w…\w！？
060_UAF_DAY96_01.egpack,game_t02130,死者を語り継ぐのは、\w生者の役目なんだぞ…\w…\w！？,生きた人間を優先しないでどうするんだ…\w…\w！
060_UAF_DAY96_01.egpack,game_t02131,生きた人間を優先しないでどうするんだ…\w…\w！,「…\w…\wへえ、\w言ってくれるじゃない。非常事態ねえ」
060_UAF_DAY96_01.egpack,game_t02132,「…\w…\wへえ、\w言ってくれるじゃない。非常事態ねえ」,「なに…\w…\w？」
060_UAF_DAY96_01.egpack,game_t02133,「なに…\w…\w？」,「何が『昨日見た』よ。私だってね、\w補給艦の上でずっとこの世界を眺め続けてきたわよ！」
060_UAF_DAY96_01.egpack,game_t02134,「何が『昨日見た』よ。私だってね、\w補給艦の上でずっとこの世界を眺め続けてきたわよ！」,「…\w…\w…\w…\w！」
060_UAF_DAY96_01.egpack,game_t02135,「…\w…\w…\w…\w！」,「推力を無くして、\w物資を食い潰していくだけで、\w選択肢なんて最初から一つも無くて！」
060_UAF_DAY96_01.egpack,game_t02136,「推力を無くして、\w物資を食い潰していくだけで、\w選択肢なんて最初から一つも無くて！」,「――３ヶ月よ？　――来る日も来る日も、\w何も無い海なのよ？」
060_UAF_DAY96_01.egpack,game_t02137,「――３ヶ月よ？　――来る日も来る日も、\w何も無い海なのよ？」,「――流されてく座標にあるはずの島すら、\w影も形も無いのよ？」
060_UAF_DAY96_01.egpack,game_t02138,「――流されてく座標にあるはずの島すら、\w影も形も無いのよ？」,「それは…\w…\w」
060_UAF_DAY96_01.egpack,game_t02139,「それは…\w…\w」,「非常事態？　面白い非常事態ねえ、\w温かい食事が出てお風呂がついて、\w足りないのはプールとテニスコート？」
060_UAF_DAY96_01.egpack,game_t02140,「非常事態？　面白い非常事態ねえ、\w温かい食事が出てお風呂がついて、\w足りないのはプールとテニスコート？」,「…\w…\wそういう問題じゃないってことぐらい分かってるはずだぞ」
060_UAF_DAY96_01.egpack,game_t02141,「…\w…\wそういう問題じゃないってことぐらい分かってるはずだぞ」,節制しても意味が無い、\w任務には影響しない物資の消費を削るのは、\wただの偽善だ。
060_UAF_DAY96_01.egpack,game_t02142,節制しても意味が無い、\w任務には影響しない物資の消費を削るのは、\wただの偽善だ。,こいつみたいに悲壮感を煽りたいのならそれでもいい。
060_UAF_DAY96_01.egpack,game_t02143,こいつみたいに悲壮感を煽りたいのならそれでもいい。,でもな、俺たちは冷徹に艦自体の士気のことも考えなきゃなんねえんだよ……！
060_UAF_DAY96_01.egpack,game_t02144,でもな、俺たちは冷徹に艦自体の士気のことも考えなきゃなんねえんだよ……！,「あらごめんなさい、\w確かにそうね。あんまり余裕ある非常事態だから、\wつい忘れちゃったの」
060_UAF_DAY96_01.egpack,game_t02145,「あらごめんなさい、\w確かにそうね。あんまり余裕ある非常事態だから、\wつい忘れちゃったの」,「…\w…\w俺たちが腑抜けてるっていいたいのか」
060_UAF_DAY96_01.egpack,game_t02146,「…\w…\w俺たちが腑抜けてるっていいたいのか」,「腑抜けてるわよ。現実から目を逸らしてばかりじゃない」
060_UAF_DAY96_01.egpack,game_t02147,「腑抜けてるわよ。現実から目を逸らしてばかりじゃない」,「どっちがだよ。死人でも構わない、\wなんて台詞で推進剤を無駄にばら撒くのが、\w現実だって言うのかよ？」
060_UAF_DAY96_01.egpack,game_t02148,「どっちがだよ。死人でも構わない、\wなんて台詞で推進剤を無駄にばら撒くのが、\w現実だって言うのかよ？」,「残量も何もかも計算の上でやってたことよ。隣で全部見てたでしょう！？　この艦の贅沢と同じことよ！」
060_UAF_DAY96_01.egpack,game_t02149,「残量も何もかも計算の上でやってたことよ。隣で全部見てたでしょう！？　この艦の贅沢と同じことよ！」,「一衛士の考えうる範囲内では、\wな。全体最適を考えられる権限も情報も、\w俺たちには無かったんだぞ！」
060_UAF_DAY96_01.egpack,game_t02150,「一衛士の考えうる範囲内では、\wな。全体最適を考えられる権限も情報も、\w俺たちには無かったんだぞ！」,「――また上層部の代弁者？　やめてよ、\w上の考えを勝手に想像して持論を補強してるだけじゃない」
060_UAF_DAY96_01.egpack,game_t02151,「――また上層部の代弁者？　やめてよ、\w上の考えを勝手に想像して持論を補強してるだけじゃない」,「人類の秩序だの、\w合衆国の戦力なんてのもそうよ。自分の不安を重ねて、\w生き延びたいって私情を正当化してるようにしか聞こえないわ」
060_UAF_DAY96_01.egpack,game_t02152,「人類の秩序だの、\w合衆国の戦力なんてのもそうよ。自分の不安を重ねて、\w生き延びたいって私情を正当化してるようにしか聞こえないわ」,「…\w…\wそうかよ。じゃあ言わせてもらうけどな、\wおまえのソレだって私情じゃねえか」
060_UAF_DAY96_01.egpack,game_t02153,「…\w…\wそうかよ。じゃあ言わせてもらうけどな、\wおまえのソレだって私情じゃねえか」,「何がよ」
060_UAF_DAY96_01.egpack,game_t02154,「何がよ」,「忘れられたくない、\w独りで死にたくない――」
